id1,id2,weight,distance
"Barcelona, ES","Frankfurt am Main (Lautzenhausen), DE",10,1042.17
"Barcelona, ES","Hannover, DE",6,1367.5999999999997
"Barcelona, ES","Jerez de la Frontera, ES",7,865.72
"Bastia, FR","Paris, FR",20,935.36
"Beauvais, FR","Vilnius, LT",4,1676.88
"Beauvais, FR","Orio al Serio (BG), IT",14,707.95
"Beauvais, FR","Palermo, IT",3,1537.0
"Beauvais, FR","Seville, ES",9,1484.29
"Beauvais, FR","Valencia, ES",2,1126.85
"Beauvais, FR","Dublin, IE",31,728.76
"Beauvais, FR","Ronchi dei Legionari/Trieste, IT",3,940.49
"Beauvais, FR","Porto, PT",37,1240.2000000000003
"Beauvais, FR","Faro, PT",6,1603.08
"Beauvais, FR","Budapest, HU",15,1269.75
"Beauvais, FR","Poznań, PL",6,1080.06
"Beauvais, FR","Pisa (PI), IT",10,900.28
"Beauvais, FR","Rome, IT",18,1167.1
"Beauvais, FR","Copenhagen, DK",6,987.07
"Beauvais, FR","Stockholm, SE",4,1506.72
"Beauvais, FR","Bologna, IT",14,884.08
"Beauvais, FR","Madrid, ES",12,1101.11
"Beauvais, FR","Wrocław, PL",5,1063.51
"Beauvais, FR","Vienna, AT",14,1068.04
"Beauvais, FR","Nowy Dwór Mazowiecki, PL",7,1336.58
"Berlin, DE","Vienna, AT",80,520.53
"Berlin, DE","Zaventem, BE",21,642.78
"Berlin, DE","Copenhagen, DK",63,366.26
"Berlin, DE","Frankfurt am Main, DE",195,431.24000000000007
"Berlin, DE","Budapest, HU",31,674.12
"Berlin, DE","Stuttgart, DE",29,508.0
"Berlin, DE","Paris, FR",177,859.28
"Berlin, DE","Thessaloniki, GR",16,1500.52
"Berlin, DE","Düsseldorf, DE",22,477.81
"Berlin, DE","Köln (Cologne), DE",52,469.36
"Berlin, DE","Segrate (MI), IT",28,828.43
"Berlin, DE","Funchal, PT",12,3264.3000000000006
"Berlin, DE","Madrid, ES",45,1860.57
"Berlin, DE","Istanbul, TR",113,1716.58
"Berlin, DE","Munich, DE",131,461.96
"Berlin, DE","Orio al Serio (BG), IT",27,793.64
"Berlin, DE","Dublin, IE",51,1326.82
"Berlin, DE","Friedrichshafen, DE",10,594.1999999999999
"Berlin, DE","Marignane, Bouches-du-Rhône, FR",6,1167.27
"Berlin, DE","Palma de Mallorca, ES",53,1645.61
"Berlin, DE","Luxembourg, LU",19,593.56
"Berlin, DE","Valencia, ES",7,1787.41
"Berlin, DE","Warsaw, PL",26,505.71
"Berlin, DE","Rome, IT",48,1177.03
"Berlin, DE","Spata-Artemida, GR",26,1796.72
"Berlin, DE","Ronchi dei Legionari/Trieste, IT",6,726.58
"Berlin, DE","Helsinki (Vantaa), FI",46,1128.86
"Berlin, DE","Jasionka, PL",1,643.47
"Berlin, DE","Bucharest, RO",18,1269.72
"Berlin, DE","Málaga, ES",34,2240.8699999999994
"Berlin, DE","Nîmes/Garons, FR",1,1169.09
"Berlin, DE","Tallinn, EE",6,1052.69
"Berlin, DE","Palermo, IT",3,1580.89
"Berlin, DE","Valletta, MT",6,1838.13
"Berlin, DE","Porto, PT",8,2078.36
"Berlin, DE","Faro, PT",11,2389.25
"Berlin, DE","Stockholm, SE",43,840.09
"Berlin, DE","Bordeaux, FR",4,1335.7
"Berlin, DE","Ferno (VA), IT",17,825.1
"Berlin, DE","Seville, ES",4,2243.15
"Berlin, DE","Bologna, IT",10,885.32
"Berlin, DE","Maastricht, NL",1,557.2
"Biarritz, FR","Paris, FR",63,710.1299999999999
"Biarritz, FR","Colombier-Saugnieu, Rhône, FR",25,580.45
"Biarritz, FR","Charleroi, BE",3,899.79
"Billund, DK","Katowice, PL",6,882.4900000000001
"Billund, DK","Stockholm, SE",21,668.53
"Billund, DK","Frankfurt am Main, DE",37,636.5899999999999
"Billund, DK","Warsaw, PL",12,862.6900000000002
"Billund, DK","Vila Baleira, PT",2,3196.12
"Billund, DK","Istanbul, TR",7,2176.52
"Billund, DK","Copenhagen, DK",62,219.77
"Billund, DK","Schkeuditz, DE",10,521.35
"Billund, DK","Paris, FR",29,853.9799999999999
"Billund, DK","Bucharest, RO",8,1726.1
"Billund, DK","Köln (Cologne), DE",14,558.23
"Billund, DK","Roskilde, DK",5,187.33
"Billund, DK","Göteborg, SE",1,282.93
"Billund, DK","Hannover, DE",5,366.25
"Billund, DK","Riga, LV",4,924.03
"Billund, DK","Málaga, ES",7,2356.3
"Bodrum, TR","Istanbul, TR",61,442.68
"Bologna, IT","Munich, DE",41,426.2900000000001
"Bologna, IT","Düsseldorf, DE",4,822.78
"Bologna, IT","Madrid, ES",59,1307.07
"Bologna, IT","Palermo, IT",16,728.15
"Bologna, IT","Köln (Cologne), DE",11,768.95
"Bologna, IT","Vienna, AT",24,567.61
"Bologna, IT","Paris, FR",67,866.49
"Bologna, IT","Seville, ES",8,1640.55
"Bologna, IT","Valencia, ES",6,1121.07
"Bologna, IT","Reggio Calabria, IT",10,805.5899999999999
"Bologna, IT","Ferno (VA), IT",8,235.03
"Bologna, IT","Luxembourg, LU",4,683.95
"Bologna, IT","Nowy Dwór Mazowiecki, PL",6,1116.48
"Bologna, IT","Charleroi, BE",20,834.4100000000001
"Bologna, IT","Rome, IT",33,317.59999999999997
"Bologna, IT","Dublin, IE",6,1610.8
"Bologna, IT","Bucharest, RO",27,1172.58
"Bologna, IT","Copenhagen, DK",20,1236.11
"Bologna, IT","Eindhoven, NL",6,885.25
"Bologna, IT","Frankfurt am Main, DE",46,644.29
"Bologna, IT","Schkeuditz, DE",11,768.81
"Bologna, IT","Budapest, HU",12,687.7800000000001
"Bologna, IT","Istanbul, TR",46,1489.44
"Bologna, IT","Porto, PT",4,1662.91
"Bologna, IT","Lamezia Terme (CZ), IT",21,748.71
"Bologna, IT","Málaga, ES",8,1589.54
"Billund, DK","Bolzano (BZ), IT",1,1042.93
"Bolzano (BZ), IT","Seville, ES",1,1737.23
"Bordeaux, FR","Madrid, ES",36,545.59
"Bordeaux, FR","Marignane, Bouches-du-Rhône, FR",42,497.57
"Bordeaux, FR","Paris, FR",119,545.72
"Bordeaux, FR","Nantes, FR",4,267.57
"Bordeaux, FR","Colombier-Saugnieu, Rhône, FR",67,464.97
"Bordeaux, FR","Saint-Jacques-de-la-Lande, Ille-et-Vilaine, FR",4,368.72
"Bordeaux, FR","Porto, PT",15,759.51
"Bordeaux, FR","Zaventem, BE",7,778.2800000000001
"Bordeaux, FR","Lesquin, FR",13,698.84
"Bordeaux, FR","Istanbul, TR",14,2437.54
"Bordeaux, FR","Ferno (VA), IT",12,744.44
"Bordeaux, FR","Dublin, IE",10,1037.19
"Bordeaux, FR","Rome, IT",23,1113.54
"Alicante, ES","Bordeaux, FR",1,728.05
"Bordeaux, FR","Strasbourg, FR",14,757.79
"Bordeaux, FR","Prague, CZ",4,1266.08
"Bordeaux, FR","Frankfurt am Main, DE",6,904.7999999999998
"Bratislava, SK","Frankfurt am Main, DE",3,662.59
"Bratislava, SK","Lamezia Terme (CZ), IT",10,1033.03
"Bratislava, SK","Košice, SK",20,302.27
"Bratislava, SK","Dublin, IE",11,1740.7699999999998
"Bratislava, SK","Charleroi, BE",6,957.5499999999998
"Bratislava, SK","Spata-Artemida, GR",7,1261.37
"Bratislava, SK","Larnaca, CY",4,2004.64
"Bratislava, SK","Thessaloniki, GR",7,965.44
"Bratislava, SK","Eindhoven, NL",4,923.08
"Bratislava, SK","Genova (GE), IT",1,766.42
"Bratislava, SK","Warsaw, PL",3,522.16
"Bratislava, SK","Valletta, MT",7,1388.47
"Bratislava, SK","Schkeuditz, DE",10,508.12000000000006
"Bratislava, SK","Rome, IT",13,801.69
"Bratislava, SK","Catania, IT",1,1202.84
"Bratislava, SK","Ferno (VA), IT",12,703.2599999999999
"Braunschweig, DE","Frankfurt am Main, DE",3,290.45
"Braunschweig, DE","Manching, DE",11,406.6000000000001
"Braunschweig, DE","Munich, DE",2,449.47
"Braunschweig, DE","Laage, DE",2,211.7
"Bremen, DE","Toulouse/Blagnac, FR",3,1180.84
"Bremen, DE","Frankfurt am Main, DE",50,336.2
"Bremen, DE","Munich, DE",57,562.78
"Bremen, DE","Vienna, AT",8,775.78
"Bremen, DE","Istanbul, TR",24,2015.78
"Brest, FR","Marignane, Bouches-du-Rhône, FR",15,928.8300000000002
"Brest, FR","Paris, FR",45,496.55
"Brest, FR","Colombier-Saugnieu, Rhône, FR",28,780.26
"Brest, FR","Rome, IT",4,1509.28
"Brest, FR","Toulouse/Blagnac, FR",4,696.95
"Brno, CZ","Prague, CZ",7,204.65
"Brno, CZ","Schkeuditz, DE",6,405.02
"Brno, CZ","Nuremberg, DE",5,408.74
"Bucharest, RO","Larnaca, CY",8,1251.05
"Bucharest, RO","Timişoara, RO",31,399.34999999999997
"Bucharest, RO","Copenhagen, DK",6,1556.0
"Bucharest, RO","Rome, IT",53,1148.7699999999998
"Bucharest, RO","Istanbul, TR",73,452.33000000000004
"Bucharest, RO","Memmingen, DE",16,1275.8399999999997
"Bucharest, RO","Warsaw, PL",61,934.75
"Bucharest, RO","Prague, CZ",22,1084.12
