id1,id2,weight,distance,pct_lufthansa_group,pct_air_france_klm_group,pct_iag_group,pct_nordic_legacy,pct_mediterranean_legacy,pct_turkish_and_south_east_legacy,pct_ryanair_group,pct_easyjet_group,pct_wizz_group,pct_other_low_cost_leisure,pct_cargo,pct_other_specialized,pct_narrowbody_airbus,pct_narrowbody_boeing,pct_widebody,pct_regional,pct_business_jet,operator_coverage,aircraft_coverage,log_total_flights,log_unique_callsigns
"Amsterdam, NL","Caselle Torinese (TO), IT",23,818.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.1780538303479458,1.6094379124341003
"Amsterdam, NL","Bremen, DE",38,283.48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9736842105263158,1.0,3.6635616461296463,2.302585092994046
"Amsterdam, NL","Copenhagen, DK",156,633.38,0.0,0.5555555555555556,0.0,0.3819444444444444,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.006944444444444444,0.4552238805970149,0.373134328358209,0.014925373134328358,0.15671641791044777,0.0,0.9230769230769231,0.8589743589743589,5.056245805348308,3.5263605246161616
"Amsterdam, NL","Frankfurt am Main, DE",125,366.48,0.46153846153846156,0.5288461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.3854166666666667,0.0,0.0625,0.53125,0.020833333333333332,0.832,0.768,4.836281906951478,3.4657359027997265
"Amsterdam, NL","Kristiansand(Kjevik), NO",23,688.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.1780538303479458,1.6094379124341003
"Amsterdam, NL","Seville, ES",33,1852.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.8787878787878788,0.0,0.0,0.8064516129032258,0.1935483870967742,0.0,0.0,0.0,1.0,0.9393939393939394,3.5263605246161616,2.4849066497880004
"Amsterdam, NL","Bucharest, RO",66,1786.58,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.9848484848484849,0.9848484848484849,4.204692619390966,2.4849066497880004
"Amsterdam, NL","Tallinn, EE",28,1471.8700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,3.367295829986474,1.6094379124341003
"Amsterdam, NL","Stuttgart, DE",51,511.01,0.0,0.9607843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9215686274509803,3.9512437185814275,2.5649493574615367
"Amsterdam, NL","Luxembourg, LU",49,314.94999999999993,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.11363636363636363,0.8636363636363636,0.022727272727272728,0.9183673469387755,0.8979591836734694,3.912023005428146,2.8903717578961645
