from_id,to_id,weight,distance
"Bern, CH","Mannheim, DE",1,294.47
"Billund, DK","Vilnius, LT",2,1028.85
"Billund, DK","Zurich, CH",1,921.9
"Billund, DK","Vienna, AT",1,987.79
"Billund, DK","Alicante, ES",2,2071.6
"Billund, DK","Glasgow, GB",1,848.02
"Billund, DK","Mošnov, CZ",1,901.58
"Billund, DK","Malmö, SE",1,265.74
"Birmingham, West Midlands, GB","Southend-on-Sea, Essex, GB",1,193.82
"Birmingham, West Midlands, GB","London, GB",2,157.08
"Birmingham, West Midlands, GB","Alajero, La Gomera Island, ES",1,3001.96
"Birmingham, West Midlands, GB","Haverfordwest, GB",1,229.84
"Birmingham, West Midlands, GB","Hamburg, DE",2,789.05
"Birmingham, West Midlands, GB","Firenze (FI), IT",1,1355.52
"Birmingham, West Midlands, GB","Innsbruck, AT",5,1099.53
"Birmingham, West Midlands, GB","Antalya, TR",2,3060.36
"Birmingham, West Midlands, GB","Segrate (MI), IT",2,1118.2
"Birmingham, West Midlands, GB","Paphos, CY",3,3340.14
"Birmingham, West Midlands, GB","Friedrichshafen, DE",1,962.07
"Bodrum, TR","London, GB",1,2691.31
"Bodø, NO","Skellefteå, SE",1,422.65
"Bodø, NO","Bergen, NO",1,894.38
"Bologna, IT","Rheinmünster, DE",4,531.53
"Bologna, IT","Wrocław, PL",4,840.76
"Bologna, IT","Warsaw, PL",4,1110.49
"Bologna, IT","Nice, Alpes-Maritimes, FR",3,339.5
"Bologna, IT","Memmingen, DE",1,392.31
"Bologna, IT","Valletta, MT",4,1003.57
"Bologna, IT","Spata-Artemida, GR",5,1285.4100000000003
"Bologna, IT","Jönköping, SE",1,1482.66
"Bologna, IT","Kidlington, Oxfordshire, GB",1,1235.05
"Bologna, IT","Zaventem, BE",3,871.08
"Bologna, IT","Nottingham, Leicestershire, GB",2,1303.66
"Bologna, IT","Bergen, NO",2,1798.09
"Bologna, IT","Trento (TN), IT",1,165.95
"Bolzano (BZ), IT","Düsseldorf, DE",3,631.9
"Bolzano (BZ), IT","Augsburg, DE",1,220.62
"Bolzano (BZ), IT","Brno, CZ",1,500.12
"Bolzano (BZ), IT","London, GB",3,1000.04
"Bolzano (BZ), IT","Antwerp, BE",3,726.87
"Bolzano (BZ), IT","Dresden, DE",2,549.65
"Bolzano (BZ), IT","Hannover, DE",2,677.78
"Bolzano (BZ), IT","Stuttgart, DE",1,293.98
"Bolzano (BZ), IT","Frankfurt am Main, DE",1,446.43
"Bolzano (BZ), IT","Berlin, DE",5,674.86
"Bolzano (BZ), IT","Liverpool, GB",1,1267.26
"Bolzano (BZ), IT","Orio al Serio (BG), IT",1,152.58
"Bordeaux, FR","Seville, ES",4,930.7
"Bordeaux, FR","Nîmes/Garons, FR",2,425.37
"Bordeaux, FR","Málaga, ES",2,960.75
"Bordeaux, FR","Göteborg, SE",1,1680.8
"Bordeaux, FR","Schkeuditz, DE",3,1205.78
"Bordeaux, FR","Laval, Mayenne, FR",1,356.23
"Bordeaux, FR","San Bartolomé, ES",2,2099.67
"Bordeaux, FR","Zurich, CH",3,770.62
"Bordeaux, FR","Bristol, GB",4,743.65
"Bournemouth, GB","Málaga, ES",4,1582.69
"Bournemouth, GB","Darlington, Durham, GB",2,415.54
"Bratislava, SK","Bucharest, RO",3,792.19
"Bratislava, SK","Napoli, IT",2,842.26
"Bratislava, SK","Luton, Luton, GB",4,1317.98
"Bratislava, SK","Palermo, IT",5,1160.71
"Bratislava, SK","Malmö, SE",1,860.0
"Bratislava, SK","Poprad, SK",3,244.09
"Bratislava, SK","Budapest, HU",3,161.13
"Bratislava, SK","Prague, CZ",4,303.66
"Bratislava, SK","Hamburg, DE",1,789.52
"Bratislava, SK","Málaga, ES",7,2180.63
"Bratislava, SK","Istanbul, TR",5,1218.72
"Bratislava, SK","Salzburg, AT",1,315.98
"Bratislava, SK","Orio al Serio (BG), IT",1,633.76
"Bratislava, SK","Zurich, CH",4,651.48
"Braunschweig, DE","London, GB",1,731.85
"Braunschweig, DE","Stuttgart, DE",3,414.42
"Braunschweig, DE","Linz, AT",1,521.58
"Braunschweig, DE","Prague, CZ",1,356.86
"Braunschweig, DE","Dortmund, DE",1,220.64
"Braunschweig, DE","Flensburg, DE",1,283.74
"Braunschweig, DE","Caselle Torinese (TO), IT",1,819.52
"Braunschweig, DE","Mnichovo Hradiště, CZ",1,366.41
"Braunschweig, DE","Weßling, DE",1,474.05
"Braunschweig, DE","Barcelona, ES",1,1382.87
"Bremen, DE","Aalborg, DK",1,455.14
"Bremen, DE","Aarhus, DK",1,380.69
"Bremen, DE","Palma de Mallorca, ES",6,1569.53
"Bremen, DE","Alicante, ES",4,1791.71
"Bremen, DE","Málaga, ES",3,2092.57
"Bremen, DE","Lübeck, DE",1,153.18
"Bremen, DE","Saint-Jacques-de-la-Lande, Ille-et-Vilaine, FR",1,925.31
"Bremen, DE","Saint-Tropez, FR",1,1107.48
"Bremen, DE","St. Gallen, CH",1,620.86
"Brest, FR","Luton, Luton, GB",1,477.79
"Bristol, GB","Cannes, FR",1,1132.7
"Bristol, GB","Colombier-Saugnieu, Rhône, FR",4,850.96
"Bristol, GB","Frankfurt am Main (Lautzenhausen), DE",1,720.57
"Bristol, GB","Zurich, CH",6,922.9
"Bristol, GB","Haverfordwest, GB",1,162.9
"Bristol, GB","Munich, DE",4,1090.45
"Bristol, GB","San Bartolomé, ES",1,2654.19
"Bristol, GB","Prestwick, South Ayrshire, GB",1,474.28
"Bristol, GB","Istanbul, TR",4,2666.55
"Bristol, GB","Gran Canaria Island, ES",1,2824.57
"Bristol, GB","Jasionka, PL",2,1738.15
"Bristol, GB","Bordeaux, FR",4,743.65
"Bristol, GB","Manchester, Greater Manchester, GB",1,220.73
"Bristol, GB","Paphos, CY",2,3359.23
"Brno, CZ","Birmingham, West Midlands, GB",1,1342.83
"Brno, CZ","Málaga, ES",2,2201.18
"Brno, CZ","Ferno (VA), IT",1,715.55
"Brno, CZ","Bremen, DE",1,700.96
"Brno, CZ","Salzburg, AT",1,311.06
"Brno, CZ","Rimini (RN), IT",1,650.04
"Broughton, GB","London, GB",5,272.34
"Broughton, GB","Northampton, Northamptonshire, GB",1,176.2
"Broughton, GB","Hamburg, DE",3,854.9500000000002
"Broughton, GB","Carlisle, Cumbria, GB",1,195.95
"Broughton, GB","Kidlington, Oxfordshire, GB",1,186.62
"Bucharest, RO","Dresden, DE",1,1174.56
"Bucharest, RO","Edinburgh, GB",2,2422.6
"Bucharest, RO","Sandefjord(Torp), NO",2,1947.97
"Bucharest, RO","Bratislava, SK",2,792.19
"Bucharest, RO","Brno, CZ",2,879.47
"Bucharest, RO","Porto, PT",2,2835.47
"Bucharest, RO","Wrocław, PL",2,1002.05
"Bucharest, RO","Alicante, ES",3,2317.7
"Bucharest, RO","Seville, ES",3,2780.18
"Bucharest, RO","Wiener Neustadt, AT",1,842.49
"Bucharest, RO","Stuttgart, DE",4,1366.1
"Bucharest, RO","Constanța, RO",4,190.32
"Bucharest, RO","Beauvais, FR",6,1890.57
"Bucharest, RO","Düsseldorf, DE",4,1618.14
"Bucharest, RO","Leeds, West Yorkshire, GB",4,2248.09
"Bucharest, RO","Cluj-Napoca, RO",2,312.71
"Bucharest, RO","Innsbruck, AT",1,1179.55
"Bucharest, RO","Spata-Artemida, GR",10,755.79
"Bucharest, RO","Poznań, PL",1,1110.08
"Bucharest, RO","Segrate (MI), IT",1,1324.61
"Bucharest, RO","Linz, AT",2,996.89
"Budapest, HU","Memmingen, DE",4,666.05
"Budapest, HU","Busevec, HR",1,307.25
"Budapest, HU","Funchal, PT",3,3425.8799999999997
"Budapest, HU","Helsinki (Vantaa), FI",4,1475.43
"Budapest, HU","Napoli, IT",4,828.81
"Budapest, HU","Marignane, Bouches-du-Rhône, FR",4,1172.34
"Budapest, HU","Caselle Torinese (TO), IT",3,915.5
"Budapest, HU","Tallinn, EE",3,1377.39
"Budapest, HU","Luxembourg, LU",5,977.79
"Budapest, HU","Seville, ES",3,2323.06
"Budapest, HU","Larnaca, CY",3,1848.88
"Budapest, HU","Parma (PR), IT",1,740.73
"Budapest, HU","Maribor, SI",1,283.63
"Budapest, HU","Nowy Dwór Mazowiecki, PL",1,562.3
"Budapest, HU","Lisbon, PT",8,2471.31
"Budapest, HU","Zaragoza, ES",1,1716.88
"Budapest, HU","Varna, BG",1,827.99
"Budapest, HU","Köln (Cologne), DE",1,946.6
"Budapest, HU","Zgornji Brnik, SI",2,381.37
"Budapest, HU","Bratislava, SK",3,161.13
"Budapest, HU","Pisa (PI), IT",4,799.49
"Budapest, HU","Palma de Mallorca, ES",3,1583.58
"Budapest, HU","Farnborough, Hampshire, GB",1,1495.14
"Budapest, HU","Osijek(Klisa), HR",2,226.79
"Burbach, DE","Toussus-le-Noble, Yvelines, FR",1,481.3
"Burbach, DE","Hamburg, DE",1,343.17
"Bury Saint Edmunds, Suffolk, GB","Oslo (Gardermoen), NO",1,1082.75
"Busevec, HR","Istanbul, TR",3,1154.84
"Busevec, HR","Frankfurt am Main, DE",1,745.01
"Büren, DE","Hamburg, DE",1,235.88
"Büren, DE","Istanbul, TR",1,1942.95
"Büren, DE","Egelsbach, DE",1,183.76
"Cahors, FR","Angoulême, FR",1,182.14
"Calais, FR","Grenoble, FR",1,670.85
"Calais, FR","Antwerp, BE",1,177.07
"Calden, DE","London, GB",1,653.19
"Calden, DE","Mannheim, DE",1,225.05
"Calden, DE","Salzburg, AT",1,479.71
"Calvi, FR","Marignane, Bouches-du-Rhône, FR",5,308.2099999999999
"Calvi, FR","Paris, FR",2,906.71
"Cambridge, Cambridgeshire, GB","Groningen, NL",1,443.44
"Carcassonne, FR","London, GB",2,938.85
"Cardiff, GB","Camberley, Surrey, GB",1,173.47
"Cardiff, GB","London, GB",2,229.03
"Cardiff, GB","Grimsby, Lincolnshire, GB",3,315.89
"Cardiff, GB","Newquay, GB",1,157.2
"Cardiff, GB","Trento (TN), IT",1,1215.14
"Cardiff, GB","Dublin, IE",5,300.36
"Carlisle, Cumbria, GB","Perth, Perth and Kinross, GB",1,170.67
"Carlisle, Cumbria, GB","Broughton, GB",1,195.95
"Cascais, PT","Porto, PT",3,286.37
"Cascais, PT","Berlin, DE",1,2320.51
"Cascais, PT","Vila Real, PT",3,315.81
"Cascais, PT","Portimão, PT",2,187.81
"Cascais, PT","Genova (GE), IT",1,1636.01
"Cascais, PT","Madrid, ES",1,522.09
"Cascais, PT","Vigo, ES",1,394.77
"Cascais, PT","Ibiza (Eivissa), ES",1,929.33
"Cascais, PT","Shannon, IE",1,1554.52
"Cascais, PT","Paris, FR",1,1494.58
"Caselle (VR), IT","Balice, PL",3,843.94
"Caselle (VR), IT","Frankfurt am Main (Lautzenhausen), DE",1,574.14
"Caselle (VR), IT","Köln (Cologne), DE",1,668.59
"Caselle (VR), IT","Catania, IT",1,947.57
"Caselle (VR), IT","Manchester, Greater Manchester, GB",5,1296.7
"Caselle (VR), IT","Nantes, FR",1,979.15
"Caselle (VR), IT","Spata-Artemida, GR",1,1362.48
"Caselle (VR), IT","Amsterdam, NL",2,889.06
"Caselle (VR), IT","Istanbul, TR",1,1537.79
"Caselle (VR), IT","Dublin, IE",9,1522.4399999999998
"Caselle Torinese (TO), IT","Jerez de la Frontera, ES",1,1482.68
"Caselle Torinese (TO), IT","Budapest, HU",3,915.5
"Caselle Torinese (TO), IT","Palma de Mallorca, ES",1,746.19
"Caselle Torinese (TO), IT","Bacău, RO",2,1494.93
"Caselle Torinese (TO), IT","Antwerp, BE",1,706.5
"Caselle Torinese (TO), IT","Porto, PT",3,1391.4000000000003
"Caselle Torinese (TO), IT","Weßling, DE",2,423.62
"Caselle Torinese (TO), IT","Orio al Serio (BG), IT",1,168.91
"Caselle Torinese (TO), IT","Capannori (LU), IT",1,277.98
"Caselle Torinese (TO), IT","Zurich, CH",2,260.3
"Caselle Torinese (TO), IT","Vilnius, LT",3,1633.54
"Caselle Torinese (TO), IT","Napoli, IT",6,721.68
"Caselle Torinese (TO), IT","Copenhagen, DK",10,1210.65
"Caselle Torinese (TO), IT","Valletta, MT",3,1189.09
"Catania, IT","Rome, IT",2,532.42
"Chabeuil, Drôme, FR","Perugia (PG), IT",1,636.23
"Chabeuil, Drôme, FR","Perpignan/Rivesaltes, FR",1,295.24
"Chabeuil, Drôme, FR","Aix en Provence, FR",1,160.52
"Chabeuil, Drôme, FR","Barcelona, ES",1,466.32
"Chambéry, FR","Rome, IT",1,676.74
"Chambéry, FR","Caselle (VR), IT",1,391.0
"Chambéry, FR","Salzburg, AT",1,593.34
"Chambéry, FR","Farnborough, Hampshire, GB",14,795.5199999999999
"Chambéry, FR","Prague, CZ",4,797.27
"Chambéry, FR","Saint-Tropez, FR",2,274.69
"Chambéry, FR","Lesquin, FR",1,585.44
"Chambéry, FR","Madrid, ES",1,967.76
"Charleroi, BE","Spata-Artemida, GR",4,2074.67
"Charleroi, BE","Lisbon, PT",9,1681.1600000000003
"Charleroi, BE","Luxembourg, LU",1,155.83
"Charleroi, BE","Lorient/Lann/Bihoué, FR",1,648.25
"Charleroi, BE","Reggio Calabria, IT",2,1636.87
"Charleroi, BE","Girona, ES",3,960.4
"Charleroi, BE","Avignon, FR",1,729.61
"Chassieu, Lyon, FR","Nice, Alpes-Maritimes, FR",1,291.88
"Chassieu, Lyon, FR","Velika Gorica, HR",1,862.71
"Chassieu, Lyon, FR","Köln (Cologne), DE",1,593.94
"Chassieu, Lyon, FR","Segrate (MI), IT",2,338.59
"Chassieu, Lyon, FR","Manchester, Greater Manchester, GB",2,993.79
"Clermont-Ferrand, FR","Almería, ES",1,1096.05
"Colmar, FR","Hamburg, DE",1,634.3
"Colombier-Saugnieu, Rhône, FR","Almería, ES",1,1166.7
"Colombier-Saugnieu, Rhône, FR","Biarritz, FR",11,580.45
"Colombier-Saugnieu, Rhône, FR","Marignane, Bouches-du-Rhône, FR",4,254.59
"Colombier-Saugnieu, Rhône, FR","Stuttgart, DE",1,453.77
"Colombier-Saugnieu, Rhône, FR","Segrate (MI), IT",1,327.25
"Colombier-Saugnieu, Rhône, FR","Faro, PT",2,1454.65
"Colombier-Saugnieu, Rhône, FR","Zaventem, BE",5,577.21
"Colombier-Saugnieu, Rhône, FR","Cork, IE",2,1202.2
"Comiso, IT","Reggio Calabria, IT",1,150.83
"Constanța, RO","Poznań, PL",1,1240.02
"Copenhagen, DK","Tenerife, ES",1,3822.51
"Copenhagen, DK","Salzburg, AT",12,870.38
"Copenhagen, DK","Groningen, NL",1,481.64
"Copenhagen, DK","Caselle Torinese (TO), IT",7,1210.6499999999999
"Copenhagen, DK","Nottingham, Leicestershire, GB",1,958.43
"Cork, IE","Málaga, ES",9,1715.46
"Cork, IE","Stockholm, SE",1,1846.1
"Cork, IE","Valencia, ES",1,1505.78
"Cork, IE","Leeds, West Yorkshire, GB",1,510.62
"Cork, IE","Colombier-Saugnieu, Rhône, FR",2,1202.2
"Coventry, West Midlands, GB","Wevelgem, BE",1,366.86
"Coventry, West Midlands, GB","Amsterdam, NL",1,424.1
"Culleredo, ES","Ferno (VA), IT",2,1379.08
"Culleredo, ES","Zaragoza, ES",1,628.2
"Culleredo, ES","Alicante, ES",2,862.36
"Darlington, Durham, GB","Bournemouth, GB",2,415.54
"Darlington, Durham, GB","Edinburgh, GB",4,202.1
"Darlington, Durham, GB","Glasgow, GB",1,243.5
"Darlington, Durham, GB","Dublin, IE",1,338.07
"Darlington, Durham, GB","Yeovil, Somerset, GB",1,397.56
"Darlington, Durham, GB","Málaga, ES",2,1996.94
"Deauville, FR","Paris, FR",2,151.84
"Deauville, FR","Biarritz, FR",1,668.15
"Deauville, FR","Toussus-le-Noble, Yvelines, FR",1,157.71
"Deventer, NL","Augsburg, DE",1,547.68
"Dinard, FR","Paris, FR",3,325.88
"Dortmund, DE","Vilnius, LT",2,1226.63
"Dortmund, DE","Gdańsk, PL",3,792.61
"Dortmund, DE","Braunschweig, DE",1,220.64
"Dortmund, DE","Orio al Serio (BG), IT",1,668.32
"Dortmund, DE","Segrate (MI), IT",1,686.31
"Dortmund, DE","Lübeck, DE",1,329.45
"Dortmund, DE","Nuremberg, DE",1,332.35
"Dortmund, DE","Luxembourg, LU",1,232.39
"Dortmund, DE","Zurich, CH",1,456.5
"Dortmund, DE","Mannheim, DE",1,236.19
"Dortmund, DE","Ronneby, SE",1,727.36
"Dortmund, DE","Faro, PT",1,2025.76
"Dresden, DE","Wevelgem, BE",1,739.41
"Dresden, DE","Friedrichshafen, DE",1,492.89
"Dresden, DE","Vienna, AT",1,392.09
"Dresden, DE","Salzburg, AT",1,375.55
"Dresden, DE","Antwerp, BE",1,648.43
"Dresden, DE","Mannheim, DE",1,416.21
"Dresden, DE","Dublin, IE",1,1381.44
"Dresden, DE","Augsburg, DE",1,363.53
"Dublin, IE","Tallinn, EE",2,2002.93
"Dublin, IE","Grâce-Hollogne, BE",3,857.5300000000001
"Dublin, IE","Lisbon, PT",27,1643.37
"Dublin, IE","Farnborough, Hampshire, GB",4,442.68
"Dublin, IE","Perth, Perth and Kinross, GB",1,382.21
"Dublin, IE","Prestwick, South Ayrshire, GB",1,254.89
"Dublin, IE","Bergen, NO",3,1031.42
"Dublin, IE","Győr, HU",1,1808.64
"Dublin, IE","Paphos, CY",2,3661.34
"Dublin, IE","Riga, LV",4,1944.85
"Dublin, IE","Spata-Artemida, GR",4,2875.55
"Dublin, IE","Caselle (VR), IT",9,1522.4399999999998
"Dundee, GB","Kidlington, Oxfordshire, GB",2,525.08
"Dundee, GB","Amsterdam, NL",1,682.48
"Dundee, GB","Southampton, GB",1,621.55
"Düsseldorf, DE","Tenerife, ES",3,3210.49
"Düsseldorf, DE","Trento (TN), IT",4,667.08
"Düsseldorf, DE","Prague, CZ",10,543.8099999999998
"Düsseldorf, DE","Memmingen, DE",1,444.02
"Düsseldorf, DE","San Bartolomé, ES",2,3006.73
"Düsseldorf, DE","Sta Cruz de la Palma, La Palma Island, ES",3,3242.31
"Düsseldorf, DE","Valletta, MT",4,1824.07
"Düsseldorf, DE","Bucharest, RO",3,1618.14
"Düsseldorf, DE","Luton, Luton, GB",2,497.08
"Düsseldorf, DE","Ibiza (Eivissa), ES",3,1443.1500000000003
"Düsseldorf, DE","Spata-Artemida, GR",8,2003.42
"Edinburgh, GB","Roskilde, DK",1,968.6
"Edinburgh, GB","Bucharest, RO",3,2422.6
"Edinburgh, GB","Lisbon, PT",5,1956.15
"Edinburgh, GB","Prague, CZ",9,1341.27
"Edinburgh, GB","Segrate (MI), IT",6,1464.26
"Edinburgh, GB","Seville, ES",3,2069.29
"Edinburgh, GB","Cascais, PT",1,1965.89
"Edinburgh, GB","Riga, LV",1,1675.77
"Edinburgh, GB","Paphos, CY",2,3595.98
"Edinburgh, GB","Shannon, IE",3,509.69
"Edinburgh, GB","Valencia, ES",1,1842.71
"Edinburgh, GB","Palma de Mallorca, ES",1,1877.99
"Edinburgh, GB","Derry, Derry and Strabane, GB",1,259.05
"Egelsbach, DE","Weßling, DE",2,284.04
"Egelsbach, DE","Hamburg, DE",1,412.18
"Egelsbach, DE","Augsburg, DE",1,238.27
"Egelsbach, DE","Salzburg, AT",1,399.6
"Eindhoven, NL","Prestwick, South Ayrshire, GB",1,796.76
"Eindhoven, NL","Zgornji Brnik, SI",1,881.84
"Eindhoven, NL","Salzburg, AT",5,683.1
"Eindhoven, NL","Groningen, NL",1,202.82
"Eindhoven, NL","Katowice, PL",5,964.54
"Eindhoven, NL","Barcelona, ES",4,1156.62
"Eindhoven, NL","Spata-Artemida, GR",2,2088.99
"Eindhoven, NL","Palma de Mallorca, ES",5,1338.6600000000003
"Eindhoven, NL","Munich, DE",2,573.59
"Eindhoven, NL","Madrid, ES",2,1408.6
"El Matorral, ES","Schkeuditz, DE",1,3351.06
"El Matorral, ES","Düsseldorf, DE",1,3066.92
"El Matorral, ES","Sta Cruz de la Palma, La Palma Island, ES",1,380.64
"Enontekio, FI","Bristol, GB",2,2347.76
"Erfurt, DE","Stuttgart, DE",1,283.35
"Erfurt, DE","Hannover, DE",1,186.83
"Esbjerg, DK","Roskilde, DK",1,225.1
"Eskilstuna, SE","Växjö, SE",1,293.3
"Essen, DE","Stuttgart, DE",1,342.86
"Exeter, Devon, GB","Waterford, IE",1,301.36
"Exeter, Devon, GB","Tenerife, ES",1,2728.39
"Exeter, Devon, GB","Poznań, PL",1,1406.24
"Exeter, Devon, GB","Nottingham, Leicestershire, GB",1,273.75
"Falconara Marittima (AN), IT","London, GB",2,1331.18
"Falconara Marittima (AN), IT","Vienna, AT",1,557.9
"Farnborough, Hampshire, GB","Bremen, DE",1,680.96
"Farnborough, Hampshire, GB","Madrid, ES",1,1226.28
"Farnborough, Hampshire, GB","Paris, FR",19,306.99
"Farnborough, Hampshire, GB","Munich, DE",4,956.65
"Farnborough, Hampshire, GB","Leeds, West Yorkshire, GB",1,294.13
"Farnborough, Hampshire, GB","Nottingham, Leicestershire, GB",1,177.01
"Farnborough, Hampshire, GB","Hannover, DE",1,729.59
"Farnborough, Hampshire, GB","Segrate (MI), IT",12,984.35
"Farnborough, Hampshire, GB","Rotterdam, NL",1,367.76
"Farnborough, Hampshire, GB","Växjö, SE",1,1186.3
"Farnborough, Hampshire, GB","Oostende, BE",1,254.29
"Farnborough, Hampshire, GB","Grenoble, FR",5,796.95
"Farnborough, Hampshire, GB","Helsinki (Vantaa), FI",2,1878.72
"Faro, PT","Newcastle upon Tyne, Tyne and Wear, GB",4,2059.77
"Faro, PT","Oslo (Gardermoen), NO",2,2909.79
"Faro, PT","Nuremberg, DE",2,2064.32
"Faro, PT","Nantes, FR",2,1242.37
"Faro, PT","Zurich, CH",3,1781.57
"Faro, PT","Helsinki (Vantaa), FI",2,3475.12
"Faro, PT","Glasgow, GB",4,2113.46
"Faro, PT","Liverpool, GB",4,1857.25
"Faro, PT","Málaga, ES",1,311.24
"Faro, PT","Köln (Cologne), DE",4,1950.62
"Faro, PT","Cascais, PT",1,225.56
"Faro, PT","Colombier-Saugnieu, Rhône, FR",2,1454.65
"Faro, PT","Stockholm, SE",3,3109.3000000000006
"Faro, PT","Stuttgart, DE",2,1902.12
"Faro, PT","Munich, DE",3,2038.41
"Faro, PT","Weeze, DE",4,1965.13
"Faro, PT","Lisbon, PT",15,221.32000000000002
"Faro, PT","Tenerife, ES",1,1255.17
"Faro, PT","Hamburg, DE",4,2299.18
"Faro, PT","Hannover, DE",2,2200.01
"Faro, PT","Dortmund, DE",1,2025.76
"Farranfore, IE","London, GB",5,655.1
"Farranfore, IE","Kidlington, Oxfordshire, GB",2,562.51
"Feldkirchen bei Graz, AT","Rijeka(Omišalj), HR",1,208.39
"Feldkirchen bei Graz, AT","Amsterdam, NL",2,968.07
"Ferno (VA), IT","Maastricht, NL",2,626.53
"Ferno (VA), IT","Toussus-le-Noble, Yvelines, FR",1,608.61
"Ferno (VA), IT","Tallinn, EE",2,1869.76
"Ferno (VA), IT","Bodø, NO",1,2428.58
"Ferno (VA), IT","Le Castellet, Var, FR",1,352.81
"Ferno (VA), IT","Alghero, IT",2,556.94
"Ferno (VA), IT","Culleredo, ES",2,1379.08
"Ferno (VA), IT","Riga, LV",4,1640.71
"Ferno (VA), IT","Weeze, DE",1,690.5
"Ferno (VA), IT","Farranfore, IE",1,1513.91
"Ferno (VA), IT","St. Gallen, CH",1,215.8
"Ferno (VA), IT","Perugia (PG), IT",1,412.19
"Ferno (VA), IT","Beauvais, FR",3,653.29
"Ferno (VA), IT","Lisbon, PT",27,1651.71
"Ferno (VA), IT","Chabeuil, Drôme, FR",1,304.42
"Ferno (VA), IT","Rimini (RN), IT",1,354.77
"Figari, FR","Marignane, Bouches-du-Rhône, FR",11,384.47
"Firenze (FI), IT","Chassieu, Lyon, FR",1,538.03
"Firenze (FI), IT","Nowy Dwór Mazowiecki, PL",1,1187.55
"Firenze (FI), IT","Genova (GE), IT",1,200.16
"Firenze (FI), IT","Istanbul, TR",2,1485.9
"Flensburg, DE","Sindal, DK",1,308.11
"Forlì (FC), IT","Pescara, IT",1,260.14
"Frankfurt am Main, DE","Spata-Artemida, GR",25,1815.79
"Frankfurt am Main, DE","Nantes, FR",4,812.46
"Frankfurt am Main, DE","San Bartolomé, ES",1,2994.87
"Frankfurt am Main, DE","Arvidsjaur, SE",2,1837.47
"Frankfurt am Main, DE","Calden, DE",1,165.49
"Frankfurt am Main, DE","Linz, AT",1,458.41
"Frankfurt am Main, DE","Larnaca, CY",8,2636.34
"Frankfurt am Main, DE","Seville, ES",4,1813.97
"Frankfurt am Main, DE","Lisbon, PT",24,1872.71
"Frankfurt am Main, DE","Weßling, DE",1,293.58
"Frankfurt am Main, DE","Firenze (FI), IT",11,719.88
"Frankfurt am Main, DE","Luton, Luton, GB",4,657.72
"Frankfurt am Main, DE","Antalya, TR",2,2298.23
"Frankfurt am Main, DE","Greven, DE",1,242.05
"Frankfurt am Main (Lautzenhausen), DE","Bristol, GB",1,720.57
"Frankfurt am Main (Lautzenhausen), DE","Caselle (VR), IT",1,574.14
"Frankfurt am Main (Lautzenhausen), DE","Dublin, IE",2,1007.49
"Frankfurt am Main (Lautzenhausen), DE","Arvidsjaur, SE",1,1872.35
"Friedrichshafen, DE","Rotterdam, NL",2,599.39
"Friedrichshafen, DE","Feldkirchen bei Graz, AT",1,453.0
"Friedrichshafen, DE","Hradec Králové, CZ",1,544.0
"Friedrichshafen, DE","Maribor, SI",1,485.84
"Friedrichshafen, DE","Nuremberg, DE",2,233.58
"Friedrichshafen, DE","Birmingham, West Midlands, GB",1,962.07
"Funchal, PT","Paris, FR",5,2426.72
"Funchal, PT","Budapest, HU",3,3425.8799999999997
"Funchal, PT","Zurich, CH",3,2687.67
"Funchal, PT","Katowice, PL",5,3525.5199999999995
"Funchal, PT","Stuttgart, DE",2,2798.14
"Funchal, PT","Oslo (Gardermoen), NO",1,3671.34
"Funchal, PT","Sta Cruz de la Palma, La Palma Island, ES",1,462.32
"Funchal, PT","Munich, DE",4,2947.9
"Funchal, PT","Aalborg, DK",1,3383.91
"Funchal, PT","Prague, CZ",4,3193.8
"Funchal, PT","Geneva, CH",2,2459.65
"Gaziemir, TR","Genova (GE), IT",1,1668.63
"Gaziemir, TR","Warsaw, PL",2,1621.63
"Gdańsk, PL","Cork, IE",1,1809.87
"Gdańsk, PL","Valletta, MT",2,2083.27
"Gdańsk, PL","Vodochody, CZ",1,538.95
"Gdańsk, PL","Katowice, PL",2,435.83
"Gdańsk, PL","Aberdeen, GB",3,1323.86
"Gdańsk, PL","Riga, LV",3,451.02
"Gdańsk, PL","Larnaca, CY",1,2466.33
"Gdańsk, PL","Kiel, DE",1,538.57
"Geneva, CH","Santiago de Compostela, ES",3,1207.04
"Geneva, CH","Agno, CH",1,217.48
"Geneva, CH","Grimsby, Lincolnshire, GB",1,937.03
"Geneva, CH","Roskilde, DK",2,1120.86
"Geneva, CH","Larnaca, CY",2,2626.61
"Geneva, CH","Valletta, MT",2,1350.82
"Geneva, CH","Gran Canaria Island, ES",2,2781.31
"Geneva, CH","Oslo (Gardermoen), NO",9,1585.8900000000003
"Geneva, CH","Eindhoven, NL",1,582.03
"Geneva, CH","Zaragoza, ES",1,765.0
"Geneva, CH","Cascais, PT",1,1514.45
"Geneva, CH","St. Gallen, CH",3,296.78
"Geneva, CH","Perth, Perth and Kinross, GB",1,1308.93
"Geneva, CH","Stuttgart, DE",2,359.23
"Geneva, CH","Farnborough, Hampshire, GB",12,753.37
"Geneva, CH","Nottingham, Leicestershire, GB",5,907.53
"Geneva, CH","Weßling, DE",1,441.52
"Geneva, CH","Rotterdam, NL",2,647.4
"Geneva, CH","Funchal, PT",2,2459.65
"Geneva, CH","Glasgow, GB",5,1297.06
