from_id,to_id,weight,distance
"Leeds, West Yorkshire, GB","Zgornji Brnik, SI",1,1425.25
"Leeds, West Yorkshire, GB","Balice, PL",10,1521.58
"Leeds, West Yorkshire, GB","London, GB",1,283.82
"Leeds, West Yorkshire, GB","Warsaw, PL",4,1515.27
"Leeds, West Yorkshire, GB","Budapest, HU",2,1618.69
"Leeds, West Yorkshire, GB","Barcelona, ES",4,1424.93
"Leeds, West Yorkshire, GB","Rome, IT",2,1697.84
"Leeds, West Yorkshire, GB","Gdańsk, PL",2,1308.38
"Leeds, West Yorkshire, GB","Salzburg, AT",2,1227.94
"Leeds, West Yorkshire, GB","Palma de Mallorca, ES",3,1625.83
"Leirvik, NO","Oslo (Gardermoen), NO",14,323.2799999999999
"Lelystad, NL","Colmar, FR",1,500.37
"Lesquin, FR","Marignane, Bouches-du-Rhône, FR",4,808.55
"Lesquin, FR","Geneva, CH",2,529.9
"Lesquin, FR","Bordeaux, FR",7,698.84
"Lesquin, FR","Nice, Alpes-Maritimes, FR",6,828.5
"Lesquin, FR","Kidlington, Oxfordshire, GB",1,338.88
"Lesquin, FR","Porto, PT",2,1376.84
"Lesquin, FR","Montpellier/Méditerranée, FR",1,780.01
"Lesquin, FR","Toulouse/Blagnac, FR",9,782.5
"Levaldigi (CN), IT","Venegono Superiore (VA), IT",1,165.81
"Limnos Island, GR","Thessaloniki, GR",4,203.73
"Limnos Island, GR","Spata-Artemida, GR",7,246.96
"Limnos Island, GR","Mytilene, GR",2,151.01
"Lincoln, Lincolnshire, GB","Warton, GB",2,178.79
"Linköping, SE","Helsinki (Vantaa), FI",3,566.61
"Linköping, SE","Amsterdam, NL",11,965.2899999999998
"Linz, AT","Köln (Cologne), DE",4,588.69
"Linz, AT","Braunschweig, DE",1,521.58
"Linz, AT","Schkeuditz, DE",5,379.52
"Linz, AT","London, GB",3,1084.11
"Linz, AT","Vienna, AT",10,172.04
"Lisbon, PT","Amsterdam, NL",26,1846.2999999999997
"Lisbon, PT","Geneva, CH",39,1495.67
"Lisbon, PT","Toulouse/Blagnac, FR",14,1029.41
"Lisbon, PT","Barcelona, ES",63,994.0
"Lisbon, PT","Rome, IT",37,1854.0400000000002
"Lisbon, PT","Frankfurt am Main, DE",34,1872.71
"Lisbon, PT","Porto, PT",80,277.01
"Lisbon, PT","Madrid, ES",111,502.13999999999993
"Lisbon, PT","Düsseldorf, DE",12,1861.7300000000002
"Lisbon, PT","Paris, FR",108,1478.72
"Lisbon, PT","Munich, DE",28,1983.6100000000001
"Lisbon, PT","Zurich, CH",34,1723.08
"Lisbon, PT","Orio al Serio (BG), IT",10,1724.6600000000003
"Lisbon, PT","Berlin, DE",15,2303.19
"Lisbon, PT","Zaventem, BE",19,1717.4699999999998
"Lisbon, PT","Nantes, FR",10,1113.04
"Lisbon, PT","Köln (Cologne), DE",6,1850.45
"Lisbon, PT","London, GB",90,1581.9700000000003
"Lisbon, PT","Marignane, Bouches-du-Rhône, FR",12,1306.64
"Lisbon, PT","Ferno (VA), IT",33,1651.71
"Lisbon, PT","Manchester, Greater Manchester, GB",15,1702.15
"Lisbon, PT","Zaragoza, ES",1,757.98
"Lisbon, PT","Segrate (MI), IT",7,1684.6
"Lisbon, PT","Nice, Alpes-Maritimes, FR",8,1468.1
"Lisbon, PT","Valencia, ES",7,750.33
"Lisbon, PT","Málaga, ES",15,470.18
"Lisbon, PT","Eindhoven, NL",6,1804.46
"Lisbon, PT","Dublin, IE",25,1643.37
"Lisbon, PT","Birmingham, West Midlands, GB",3,1623.21
"Lisbon, PT","Funchal, PT",65,965.15
"Lisbon, PT","Colombier-Saugnieu, Rhône, FR",18,1399.35
"Lisbon, PT","Valletta, MT",3,2108.82
"Lisbon, PT","Oslo (Gardermoen), NO",4,2768.55
"Lisbon, PT","Luton, Luton, GB",12,1606.45
"Lisbon, PT","Bologna, IT",8,1807.43
"Lisbon, PT","Helsinki (Vantaa), FI",7,3363.94
"Lisbon, PT","Schkeuditz, DE",6,2173.89
"Lisbon, PT","Faro, PT",25,221.32
"Lisbon, PT","Prague, CZ",6,2228.65
"Lisbon, PT","Bordeaux, FR",6,968.18
"Lisbon, PT","Warsaw, PL",12,2749.1
"Lisbon, PT","Charleroi, BE",9,1681.1600000000003
"Lisbon, PT","Edinburgh, GB",2,1956.15
"Lisbon, PT","Budapest, HU",10,2471.31
"Lisbon, PT","Bristol, GB",7,1487.6299999999999
"Lisbon, PT","Copenhagen, DK",14,2471.7999999999997
"Lisbon, PT","Vienna, AT",13,2305.01
"Lisbon, PT","Istanbul, TR",10,3232.59
"Lisbon, PT","Ponta Delgada, PT",7,1448.6499999999999
"Lisbon, PT","Luxembourg, LU",17,1711.6
"Lisbon, PT","Poznań, PL",2,2502.71
"Lisbon, PT","Beauvais, FR",6,1484.8
"Lisbon, PT","Stuttgart, DE",4,1833.04
"Lisbon, PT","Stockholm, SE",6,2988.64
"Liverpool, GB","Poznań, PL",3,1319.89
"Liverpool, GB","Alicante, ES",23,1682.9500000000003
"Liverpool, GB","Belfast, GB",39,254.15
"Liverpool, GB","Amsterdam, NL",12,523.89
"Liverpool, GB","Turweston, GB",1,186.22
"Liverpool, GB","Bucharest, RO",2,2309.02
"Liverpool, GB","Geneva, CH",17,1016.42
"Liverpool, GB","Paris, FR",7,571.07
"Liverpool, GB","Málaga, ES",13,1856.91
"Liverpool, GB","Charlestown, IE",9,398.59
"Liverpool, GB","Barcelona, ES",5,1388.29
"Liverpool, GB","Dublin, IE",40,226.55
"Liverpool, GB","Prague, CZ",4,1228.84
"Liverpool, GB","Funchal, PT",1,2548.35
"Liverpool, GB","Kaunas, LT",2,1752.46
"Liverpool, GB","Zirchow, DE",2,1120.63
"Liverpool, GB","Wrocław, PL",4,1362.28
"Liverpool, GB","Košice, SK",3,1754.36
"Liverpool, GB","Balice, PL",11,1593.86
"Liverpool, GB","Nowy Dwór Mazowiecki, PL",3,1572.5
"Liverpool, GB","Warsaw, PL",3,1597.38
"Liverpool, GB","Berlin, DE",2,1100.97
"Liverpool, GB","Hof, DE",1,1063.7
"Locarno, CH","Vienna, AT",1,620.51
"Locarno, CH","Loreo (RO), IT",1,281.85
"London, GB","Porto, PT",44,1317.39
"London, GB","Katowice, PL",13,1339.4799999999998
"London, GB","Stockholm, SE",93,1431.46
"London, GB","Montichiari (BS), IT",1,1019.03
"London, GB","Funchal, PT",27,2493.04
"London, GB","Glasgow, GB",143,564.4499999999999
"London, GB","Munich, DE",114,915.1500000000001
"London, GB","Amsterdam, NL",252,341.41
"London, GB","Barcelona, ES",177,1146.99
"London, GB","Dublin, IE",291,472.06000000000006
"London, GB","Istanbul, TR",128,2490.9
"London, GB","Pescara, IT",5,1473.1
"London, GB","Zurich, CH",173,766.0399999999998
"London, GB","Pisa (PI), IT",27,1167.95
"London, GB","Belfast, GB",162,530.49
"London, GB","Düsseldorf, DE",69,472.85
"London, GB","Budapest, HU",58,1449.2
"London, GB","Köln (Cologne), DE",51,505.64999999999986
"London, GB","Hannover, DE",14,673.99
"London, GB","Marignane, Bouches-du-Rhône, FR",34,979.9100000000001
"London, GB","Paris, FR",191,294.11000000000007
"London, GB","Edinburgh, GB",184,540.05
"London, GB","Spata-Artemida, GR",46,2403.5
"London, GB","Roskilde, DK",3,921.42
"London, GB","Berlin, DE",114,932.04
"London, GB","Helsinki (Vantaa), FI",42,1823.5799999999997
"London, GB","Cork, IE",56,583.4
"London, GB","Shannon, IE",42,620.52
"London, GB","Warsaw, PL",46,1437.7300000000002
"London, GB","Prague, CZ",62,1015.4900000000001
"London, GB","Nice, Alpes-Maritimes, FR",27,1027.67
"London, GB","Madrid, ES",187,1262.96
"London, GB","Málaga, ES",100,1686.65
"London, GB","Palma de Mallorca, ES",28,1346.89
"London, GB","Zgornji Brnik, SI",6,1209.55
"London, GB","Frankfurt am Main (Lautzenhausen), DE",8,542.43
"London, GB","Balice, PL",43,1398.33
"London, GB","Alicante, ES",72,1471.3299999999997
"London, GB","Stuttgart, DE",35,730.7
"London, GB","Copenhagen, DK",129,953.0100000000001
"London, GB","Segrate (MI), IT",123,961.1899999999999
"London, GB","Luxembourg, LU",59,488.62
"London, GB","Bucharest, RO",45,2079.3199999999997
"London, GB","Tenerife, ES",8,2924.53
"London, GB","Ferno (VA), IT",88,917.34
"London, GB","Bristol, GB",2,185.83
"London, GB","Culleredo, ES",5,1105.81
"London, GB","Zaventem, BE",50,322.49
"London, GB","Vienna, AT",71,1247.34
"London, GB","Bergen, NO",14,1029.54
"London, GB","Frankfurt am Main, DE",133,626.52
"London, GB","Santiago de Compostela, ES",7,1146.08
"London, GB","Colombier-Saugnieu, Rhône, FR",56,745.1499999999999
"London, GB","Hamburg, DE",63,710.8099999999998
"London, GB","Valletta, MT",52,2089.07
"London, GB","Aberdeen, GB",68,648.1300000000001
"London, GB","Braunschweig, DE",1,731.85
"London, GB","Toulouse/Blagnac, FR",31,882.51
"London, GB","Seville, ES",42,1632.89
"London, GB","Larnaca, CY",31,3252.3099999999995
"London, GB","Rome, IT",111,1434.95
"London, GB","Geneva, CH",224,738.3299999999999
"London, GB","Faro, PT",53,1728.3699999999997
"London, GB","Valencia, ES",20,1337.0
"London, GB","Bologna, IT",32,1142.85
"London, GB","Nantes, FR",23,497.48
"London, GB","Inverness, GB",25,718.62
"London, GB","Manchester, Greater Manchester, GB",65,254.66999999999993
"London, GB","Ronchi dei Legionari/Trieste, IT",4,1173.71
"London, GB","Rotterdam, NL",23,312.45
"London, GB","Jasionka, PL",7,1552.33
"London, GB","Caselle Torinese (TO), IT",45,901.82
"London, GB","Saint-Jacques-de-la-Lande, Ille-et-Vilaine, FR",7,401.28000000000003
"London, GB","Lisbon, PT",86,1581.9699999999998
"London, GB","Ibiza (Eivissa), ES",6,1409.39
"London, GB","Innsbruck, AT",45,948.53
"London, GB","Bordeaux, FR",18,744.51
"London, GB","Orio al Serio (BG), IT",32,966.03
"London, GB","Velika Gorica, HR",6,1342.51
"London, GB","Göteborg, SE",24,1039.2
"London, GB","Thessaloniki, GR",13,2142.06
"London, GB","Riga, LV",24,1666.4399999999998
"London, GB","Mošnov, CZ",3,1293.5
"London, GB","Perugia (PG), IT",3,1327.52
"London, GB","Grenoble, FR",31,789.53
"London, GB","Vila Baleira, PT",1,2437.56
"London, GB","Paphos, CY",14,3191.78
"London, GB","Brno, CZ",5,1213.71
"London, GB","Memmingen, DE",9,834.9699999999999
"London, GB","Oslo (Gardermoen), NO",83,1186.72
"London, GB","Vilnius, LT",10,1717.47
"London, GB","Wrocław, PL",19,1174.74
"London, GB","Greven, DE",4,535.62
"London, GB","Saint-Tropez, FR",3,1045.01
"London, GB","Nowy Dwór Mazowiecki, PL",9,1416.3200000000002
"London, GB","Caselle (VR), IT",25,1052.57
"London, GB","Bratislava, SK",9,1288.4299999999998
"London, GB","Newcastle upon Tyne, Tyne and Wear, GB",45,407.34
"London, GB","Montpellier/Méditerranée, FR",7,931.58
"London, GB","Newquay, GB",16,366.47
"London, GB","Lübeck, DE",3,768.5499999999998
"London, GB","Eindhoven, NL",21,375.12
"London, GB","Charlestown, IE",16,648.04
"London, GB","Palermo, IT",8,1810.2300000000002
"London, GB","Sandefjord(Torp), NO",5,1071.25
"London, GB","Birmingham, West Midlands, GB",2,157.08
"London, GB","Cascais, PT",2,1595.37
"London, GB","Antwerp, BE",3,314.87
"London, GB","Reggio Calabria, IT",2,1932.34
"London, GB","Cannes, FR",5,1028.34
"London, GB","Linz, AT",3,1084.11
"London, GB","Bremen, DE",11,624.25
"London, GB","St. Gallen, CH",2,824.37
"London, GB","Nuremberg, DE",11,816.72
"London, GB","Genova (GE), IT",4,1028.21
"London, GB","Salzburg, AT",41,1024.28
"London, GB","Stavanger, NO",3,894.29
"London, GB","Poznań, PL",13,1157.3
"London, GB","Stockholm / Västerås, SE",2,1374.37
"London, GB","Tallinn, EE",10,1782.4299999999998
"London, GB","Alajero, La Gomera Island, ES",6,2978.24
"London, GB","Aarhus, DK",5,876.96
"London, GB","Capannori (LU), IT",9,1164.92
"London, GB","Billund, DK",16,766.69
"London, GB","Łódź, PL",11,1338.52
"London, GB","Almería, ES",5,1641.02
"London, GB","Gdańsk, PL",3,1276.45
"London, GB","Firenze (FI), IT",9,1198.49
"London, GB","Feldkirchen bei Graz, AT",4,1227.8
"London, GB","Leeds, West Yorkshire, GB",3,283.82
"London, GB","Chassieu, Lyon, FR",2,739.6
"London, GB","Košice, SK",5,1545.29
"London, GB","Grâce-Hollogne, BE",7,395.25
"Loreo (RO), IT","Agno, CH",1,272.95
"Lublin, PL","Luton, Luton, GB",3,1590.58
"Lublin, PL","Warsaw, PL",4,163.62
"Lublin, PL","Geneva, CH",1,1334.74
"Luleå, SE","Stockholm, SE",71,705.0
"Luleå, SE","Aalborg, DK",1,1140.93
"Luleå, SE","Umeå, SE",3,213.54
"Luton, Luton, GB","Bacău, RO",9,2055.66
"Luton, Luton, GB","Budapest, HU",19,1478.9800000000002
"Luton, Luton, GB","Palma de Mallorca, ES",7,1390.99
"Luton, Luton, GB","Geneva, CH",58,783.94
"Luton, Luton, GB","Barcelona, ES",18,1190.76
"Luton, Luton, GB","Amsterdam, NL",45,353.85
"Luton, Luton, GB","Alicante, ES",21,1511.49
"Luton, Luton, GB","Kaunas, LT",12,1647.4800000000002
"Luton, Luton, GB","Paris, FR",44,340.35
"Luton, Luton, GB","Stuttgart, DE",1,767.12
"Luton, Luton, GB","Wrocław, PL",10,1194.62
"Luton, Luton, GB","Hannover, DE",2,688.19
"Luton, Luton, GB","Manchester, Greater Manchester, GB",2,208.65
"Luton, Luton, GB","Istanbul, TR",9,2524.03
"Luton, Luton, GB","Glasgow, GB",23,518.02
"Luton, Luton, GB","Edinburgh, GB",27,493.92
"Luton, Luton, GB","Inverness, GB",9,672.85
"Luton, Luton, GB","Berlin, DE",7,947.1400000000001
"Luton, Luton, GB","Larnaca, CY",4,3288.11
"Luton, Luton, GB","Aberdeen, GB",5,603.94
"Luton, Luton, GB","Newquay, GB",2,359.85
"Luton, Luton, GB","Bucharest, RO",23,2109.67
"Luton, Luton, GB","Samedan, CH",3,951.1
"Luton, Luton, GB","Prague, CZ",12,1040.86
"Luton, Luton, GB","Colombier-Saugnieu, Rhône, FR",10,791.49
"Luton, Luton, GB","Madrid, ES",6,1297.3
"Luton, Luton, GB","Vilnius, LT",5,1723.8800000000003
"Luton, Luton, GB","Málaga, ES",16,1721.12
"Luton, Luton, GB","Chambéry, FR",9,830.4199999999998
"Luton, Luton, GB","Seville, ES",4,1664.65
"Luton, Luton, GB","Dublin, IE",26,433.3399999999999
"Luton, Luton, GB","Warsaw, PL",19,1452.28
"Luton, Luton, GB","Tenerife, ES",2,2945.91
"Luton, Luton, GB","Funchal, PT",3,2510.61
"Luton, Luton, GB","Katowice, PL",9,1360.6
"Luton, Luton, GB","Poznań, PL",5,1171.82
"Luton, Luton, GB","Bournemouth, GB",1,158.91
"Luton, Luton, GB","Zurich, CH",8,807.12
"Luton, Luton, GB","Cork, IE",5,557.56
"Luton, Luton, GB","Charlestown, IE",10,609.84
"Luton, Luton, GB","Balice, PL",17,1420.38
"Luton, Luton, GB","Porto, PT",4,1339.69
"Luton, Luton, GB","Belfast, GB",32,486.52
"Luton, Luton, GB","Segrate (MI), IT",11,1004.8600000000001
"Luton, Luton, GB","Bordeaux, FR",4,783.9
"Luton, Luton, GB","Ferno (VA), IT",22,961.31
"Luton, Luton, GB","Nuremberg, DE",1,847.5
"Luton, Luton, GB","Bologna, IT",4,1185.75
"Luton, Luton, GB","Vienna, AT",6,1277.61
"Luton, Luton, GB","Strasbourg, FR",2,678.75
"Luton, Luton, GB","Farranfore, IE",7,626.88
"Luton, Luton, GB","Alajero, La Gomera Island, ES",3,2998.78
"Luton, Luton, GB","Cannes, FR",3,1074.63
"Luton, Luton, GB","Gdańsk, PL",3,1282.98
"Luton, Luton, GB","Faro, PT",14,1756.66
"Luton, Luton, GB","Rome, IT",8,1479.34
"Luton, Luton, GB","Capannori (LU), IT",1,1209.11
"Luxembourg, LU","Segrate (MI), IT",13,518.6799999999998
"Luxembourg, LU","Zurich, CH",12,296.16
"Luxembourg, LU","Frankfurt am Main, DE",29,174.06
"Luxembourg, LU","Munich, DE",23,430.51
"Luxembourg, LU","Ferno (VA), IT",19,482.62999999999994
"Luxembourg, LU","London, GB",59,488.62
"Luxembourg, LU","Amsterdam, NL",21,314.95000000000005
"Luxembourg, LU","Porto, PT",35,1484.81
"Luxembourg, LU","Vienna, AT",16,775.44
"Luxembourg, LU","Hamburg, DE",5,508.55
"Luxembourg, LU","Madrid, ES",14,1282.01
"Luxembourg, LU","Rome, IT",8,994.02
"Luxembourg, LU","Orio al Serio (BG), IT",6,511.98
"Luxembourg, LU","Balice, PL",2,973.03
"Luxembourg, LU","Copenhagen, DK",7,794.8599999999999
"Luxembourg, LU","Manchester, Greater Manchester, GB",2,718.29
"Luxembourg, LU","Barcelona, ES",13,980.33
"Luxembourg, LU","Paris, FR",21,288.7
"Luxembourg, LU","Berlin, DE",9,593.56
"Luxembourg, LU","Warsaw, PL",7,1069.47
"Luxembourg, LU","Málaga, ES",5,1678.22
"Luxembourg, LU","Bern, CH",1,316.45
"Luxembourg, LU","Dublin, IE",9,959.1799999999998
"Luxembourg, LU","Lisbon, PT",17,1711.6
"Luxembourg, LU","Valencia, ES",1,1244.55
"Luxembourg, LU","Bologna, IT",2,683.95
"Luxembourg, LU","Geneva, CH",13,376.89000000000004
"Luxembourg, LU","Istanbul, TR",9,2006.1699999999998
"Luxembourg, LU","Faro, PT",4,1805.57
"Luxembourg, LU","Bucharest, RO",2,1603.03
"Luxembourg, LU","Funchal, PT",2,2671.24
"Luxembourg, LU","Marignane, Bouches-du-Rhône, FR",4,692.38
"Luxembourg, LU","Seville, ES",1,1667.49
"Lübeck, DE","London, GB",3,768.5499999999998
"Maastricht, NL","Istanbul, TR",5,2087.17
"Maastricht, NL","Ibiza (Eivissa), ES",1,1382.01
"Madrid, ES","Paris, FR",166,1090.58
"Madrid, ES","Köln (Cologne), DE",3,1429.83
"Madrid, ES","Alava, ES",3,283.8
"Madrid, ES","Oslo (Gardermoen), NO",11,2422.28
"Madrid, ES","Manchester, Greater Manchester, GB",21,1440.1999999999998
"Madrid, ES","Ibiza (Eivissa), ES",43,465.86
"Madrid, ES","Palma de Mallorca, ES",139,555.27
"Madrid, ES","Dublin, IE",35,1458.16
"Madrid, ES","Orio al Serio (BG), IT",19,1231.66
"Madrid, ES","Porto, PT",73,430.45
"Madrid, ES","Seville, ES",42,386.0
"Madrid, ES","Hamburg, DE",14,1782.3500000000001
"Madrid, ES","Stockholm, SE",9,2598.65
"Madrid, ES","Málaga, ES",69,423.82000000000005
"Madrid, ES","Culleredo, ES",55,503.07
"Madrid, ES","Munich, DE",53,1507.29
"Madrid, ES","London, GB",184,1262.96
"Madrid, ES","Frankfurt am Main, DE",62,1430.4199999999998
"Madrid, ES","Barcelona, ES",133,493.49
"Madrid, ES","Segrate (MI), IT",27,1190.88
"Madrid, ES","Spata-Artemida, GR",14,2387.1199999999994
"Madrid, ES","Vienna, AT",28,1816.55
"Madrid, ES","Amsterdam, NL",73,1468.58
"Madrid, ES","Bordeaux, FR",17,545.59
"Madrid, ES","Edinburgh, GB",14,1725.68
"Madrid, ES","Zaventem, BE",56,1323.8600000000001
"Madrid, ES","Lamezia Terme (CZ), IT",2,1710.14
"Madrid, ES","Zurich, CH",52,1249.91
"Madrid, ES","Budapest, HU",25,1976.99
"Madrid, ES","Ferno (VA), IT",55,1160.4799999999998
"Madrid, ES","Prague, CZ",26,1760.57
"Madrid, ES","Genova (GE), IT",2,1117.36
"Madrid, ES","Istanbul, TR",40,2734.1
"Madrid, ES","Melilla, ES",11,576.4
"Madrid, ES","Geneva, CH",46,1020.17
"Madrid, ES","Berlin, DE",23,1860.57
"Madrid, ES","Colombier-Saugnieu, Rhône, FR",31,923.02
"Madrid, ES","Luxembourg, LU",13,1282.0099999999998
"Madrid, ES","Rome, IT",107,1355.46
"Madrid, ES","Glasgow, GB",1,1717.72
"Madrid, ES","Almería, ES",22,414.84
"Madrid, ES","Pamplona, ES",9,310.0400000000001
"Madrid, ES","Mahón (Maó), ES",5,674.0
"Madrid, ES","Alicante, ES",33,359.3
"Madrid, ES","Gran Canaria Island, ES",6,1765.07
"Madrid, ES","Zgornji Brnik, SI",1,1597.38
"Madrid, ES","Hannover, DE",7,1678.77
"Madrid, ES","Luton, Luton, GB",8,1297.3
"Madrid, ES","Bucharest, RO",19,2470.15
"Madrid, ES","Cascais, PT",3,522.09
"Madrid, ES","Bologna, IT",30,1307.0700000000002
"Madrid, ES","Strasbourg, FR",4,1269.07
"Madrid, ES","Marignane, Bouches-du-Rhône, FR",21,807.2899999999998
"Madrid, ES","Toulouse/Blagnac, FR",21,547.38
"Madrid, ES","Jerez de la Frontera, ES",15,459.26
"Madrid, ES","Tenerife, ES",89,1786.83
"Madrid, ES","Warsaw, PL",14,2281.93
"Madrid, ES","Düsseldorf, DE",24,1450.0600000000002
"Madrid, ES","Santiago de Compostela, ES",18,479.3399999999999
"Madrid, ES","Lisbon, PT",87,502.14
"Madrid, ES","Copenhagen, DK",21,2068.98
"Madrid, ES","Badajoz, ES",2,318.9
"Madrid, ES","Bristol, GB",11,1219.86
"Madrid, ES","Valletta, MT",14,1665.34
"Madrid, ES","Caselle Torinese (TO), IT",17,1063.91
"Madrid, ES","Beauvais, FR",6,1101.11
"Madrid, ES","Farnborough, Hampshire, GB",3,1226.28
"Madrid, ES","Nantes, FR",18,765.49
"Madrid, ES","Bournemouth, GB",1,1159.45
"Madrid, ES","Tarbes/Lourdes/Pyrénées, FR",3,431.1000000000001
"Madrid, ES","Sta Cruz de la Palma, La Palma Island, ES",8,1835.52
"Madrid, ES","Granada, ES",2,360.75
"Madrid, ES","Helsinki (Vantaa), FI",7,2956.47
"Madrid, ES","Valencia, ES",31,291.99
"Madrid, ES","Katowice, PL",3,2084.38
"Madrid, ES","Bern, CH",1,1150.22
"Madrid, ES","Kaunas, LT",2,2602.87
"Madrid, ES","Le Mans, Sarthe, FR",2,890.92
"Madrid, ES","Pisa (PI), IT",8,1214.92
"Madrid, ES","St. Gallen, CH",1,1315.4
"Madrid, ES","Birmingham, West Midlands, GB",5,1344.8
"Madrid, ES","Charleroi, BE",10,1281.54
"Madrid, ES","Napoli, IT",8,1513.95
"Madrid, ES","Nice, Alpes-Maritimes, FR",9,967.5700000000002
"Madrid, ES","Schkeuditz, DE",7,1727.1300000000003
"Mahón (Maó), ES","Madrid, ES",3,674.0
"Mahón (Maó), ES","Barcelona, ES",13,241.05000000000004
"Mahón (Maó), ES","Valencia, ES",1,404.3
"Malmö, SE","Stockholm, SE",38,517.9800000000001
"Malmö, SE","Köln (Cologne), DE",7,664.3
"Malmö, SE","Oslo (Gardermoen), NO",7,535.11
"Malmö, SE","Gdańsk, PL",2,349.45
"Malmö, SE","Budapest, HU",1,978.04
"Manchester, Greater Manchester, GB","Valletta, MT",15,2343.31
"Manchester, Greater Manchester, GB","Madrid, ES",22,1440.1999999999998
"Manchester, Greater Manchester, GB","Barcelona, ES",30,1379.16
"Manchester, Greater Manchester, GB","Budapest, HU",16,1642.0
"Manchester, Greater Manchester, GB","Stockholm, SE",7,1410.85
"Manchester, Greater Manchester, GB","Copenhagen, DK",37,995.05
"Manchester, Greater Manchester, GB","Istanbul, TR",29,2696.0499999999997
"Manchester, Greater Manchester, GB","Pisa (PI), IT",4,1419.26
"Manchester, Greater Manchester, GB","Dublin, IE",94,264.22
"Manchester, Greater Manchester, GB","Segrate (MI), IT",5,1210.32
"Manchester, Greater Manchester, GB","Palma de Mallorca, ES",7,1580.67
"Manchester, Greater Manchester, GB","Prague, CZ",28,1191.92
"Manchester, Greater Manchester, GB","Paris, FR",65,548.7400000000001
"Manchester, Greater Manchester, GB","Funchal, PT",6,2569.72
"Manchester, Greater Manchester, GB","Chambéry, FR",2,1039.0
"Manchester, Greater Manchester, GB","Munich, DE",20,1130.1300000000003
"Manchester, Greater Manchester, GB","Amsterdam, NL",66,486.92
"Manchester, Greater Manchester, GB","London, GB",63,254.67
"Manchester, Greater Manchester, GB","Belfast, GB",72,284.7
"Manchester, Greater Manchester, GB","Frankfurt am Main, DE",25,832.31
"Manchester, Greater Manchester, GB","Alicante, ES",42,1680.5700000000002
"Manchester, Greater Manchester, GB","Charleroi, BE",17,562.5
"Manchester, Greater Manchester, GB","Bologna, IT",2,1389.36
"Manchester, Greater Manchester, GB","Rome, IT",20,1686.03
"Manchester, Greater Manchester, GB","Farranfore, IE",2,504.18
"Manchester, Greater Manchester, GB","Salzburg, AT",7,1240.02
"Manchester, Greater Manchester, GB","Balice, PL",18,1556.2400000000002
"Manchester, Greater Manchester, GB","Hamburg, DE",8,806.43
"Manchester, Greater Manchester, GB","Katowice, PL",3,1493.53
"Manchester, Greater Manchester, GB","Wrocław, PL",2,1324.56
"Manchester, Greater Manchester, GB","Bucharest, RO",5,2272.62
"Manchester, Greater Manchester, GB","Luxembourg, LU",2,718.29
"Manchester, Greater Manchester, GB","Orio al Serio (BG), IT",10,1212.92
"Manchester, Greater Manchester, GB","Ferno (VA), IT",16,1167.39
"Manchester, Greater Manchester, GB","Faro, PT",15,1868.69
"Manchester, Greater Manchester, GB","Seville, ES",6,1793.24
"Manchester, Greater Manchester, GB","Santiago de Compostela, ES",1,1247.23
"Manchester, Greater Manchester, GB","Zurich, CH",24,1007.0599999999998
"Manchester, Greater Manchester, GB","Málaga, ES",26,1862.0800000000002
"Manchester, Greater Manchester, GB","Tenerife, ES",6,3021.1
"Manchester, Greater Manchester, GB","Porto, PT",8,1428.16
"Manchester, Greater Manchester, GB","Bergen, NO",2,895.6
"Manchester, Greater Manchester, GB","Oslo (Gardermoen), NO",15,1111.5200000000002
"Manchester, Greater Manchester, GB","Helsinki (Vantaa), FI",13,1812.07
"Manchester, Greater Manchester, GB","Düsseldorf, DE",12,655.58
"Manchester, Greater Manchester, GB","Köln (Cologne), DE",7,699.54
"Manchester, Greater Manchester, GB","Gran Canaria Island, ES",1,3033.52
"Manchester, Greater Manchester, GB","Geneva, CH",44,992.4899999999999
"Manchester, Greater Manchester, GB","Spata-Artemida, GR",9,2636.67
"Manchester, Greater Manchester, GB","Berlin, DE",20,1063.11
"Manchester, Greater Manchester, GB","Bordeaux, FR",2,954.22
"Manchester, Greater Manchester, GB","Valencia, ES",2,1547.21
"Manchester, Greater Manchester, GB","Marignane, Bouches-du-Rhône, FR",4,1231.53
"Manchester, Greater Manchester, GB","Charlestown, IE",4,435.4
"Manchester, Greater Manchester, GB","Sandefjord(Torp), NO",9,1007.49
"Manchester, Greater Manchester, GB","Glasgow, GB",1,312.87
"Manchester, Greater Manchester, GB","Paphos, CY",5,3411.7300000000005
"Manchester, Greater Manchester, GB","Aberdeen, GB",16,428.41
"Manchester, Greater Manchester, GB","Stavanger, NO",2,785.49
"Manchester, Greater Manchester, GB","Bratislava, SK",5,1481.06
"Manchester, Greater Manchester, GB","Vienna, AT",6,1443.33
"Manchester, Greater Manchester, GB","Göteborg, SE",4,1022.83
"Manchester, Greater Manchester, GB","Southampton, GB",7,274.09
"Manchester, Greater Manchester, GB","Exeter, Devon, GB",4,300.95
"Manchester, Greater Manchester, GB","Zaventem, BE",11,535.69
"Manchester, Greater Manchester, GB","Riga, LV",4,1707.0
"Manchester, Greater Manchester, GB","Bristol, GB",2,220.73
"Manchester, Greater Manchester, GB","Shannon, IE",8,450.05
"Manchester, Greater Manchester, GB","Beauvais, FR",7,529.32
"Manchester, Greater Manchester, GB","Cork, IE",12,451.64000000000004
"Manchester, Greater Manchester, GB","Inverness, GB",2,479.36
