icao,callsign,count
4cadfc,RYR645U,1
4d200c,WMT3YA,2
440c36,EJU38ND,1
4ca61d,RYR87TW,1
4d2242,RYR645U,1
4d2007,WMT3YA,1
4d2303,RYR87TW,1
4d2433,WMT3YA,1
44079a,EJU38ND,2
4d221a,RYR645U,1
4d2421,WMT3YA,1
48c126,RYR645U,1
4d2265,RYR87TW,1
4d224c,RYR87TW,1
4d221e,RYR645U,1
4ac9e3,SAS2690,1
4ac9f5,SAS2690,1
45ac30,SAS6072,1
4cac8a,SAS6072,1
4cad40,SAS2690,1
4caed3,BCS9116,1
440bc3,BCS9114,1
40838e,GTHDA,1
440bc1,BCS7824,1
440bc6,BCS7824,1
44009e,EJU9093,1
440409,BCS7824,1
440bc3,BCS7824,1
44ce6c,BEL56L,1
44ce72,BEL56L,1
3c5430,BCS8AA,1
44ce77,BEL56L,1
44cc43,BEL56L,1
44ce6c,BEL2SC,1
44ce75,BEL56L,1
4cade2,RYR28XD,1
4cadc2,RYR50TM,1
4d2287,RYR28XD,1
4d251b,RYR28XD,1
4d24b5,WMT9LL,1
4cad11,RYR50TM,1
4cad11,RYR28XD,1
4cadf2,RYR50TM,1
4cadf2,RYR28XD,1
4cadfd,RYR28XD,1
4d251d,RYR50TM,1
4d200c,WMT9LL,1
4ca73a,RYR34YE,1
44064a,EJU38XQ,1
4d2347,RYR34YE,1
4d22c6,RYR34YE,1
4ca815,RYR34YE,1
440cff,EJU38XQ,1
4d22be,RYR6HV,1
39dd48,CCM87VQ,1
39dd58,CCM87VQ,1
39dd44,CCM406,1
39dd44,CCM87VQ,1
39dd58,CCM97RX,1
398640,CCM42PO,2
398495,CCM42PO,2
39dd41,CCM42PO,1
398640,CCM21AW,1
3985a9,AFR55ZD,2
3e2282,PAV682,3
300782,DLA2AC,1
3006b5,DLA8HW,1
300780,DLA8HW,1
300394,DLA8HW,1
30055b,DLA2AC,1
300781,DLA3TV,1
300394,DLA2AC,1
300782,DLA8HW,1
39dd58,CCM31ED,1
39e691,AFR23HN,2
39e691,AFR23HM,1
39e68c,AFR25TM,1
39e698,AFR23HN,2
39e690,AFR1767,2
39e690,AFR19XH,3
39e698,AFR23HM,1
39e690,AFR25TM,1
39e688,AFR19XH,1
39e688,AFR25TM,1
39e688,AFR1767,1
39e684,AFR23HN,1
39e684,AFR23HM,1
39e68d,AFR25TM,1
3009b8,DLA7JW,1
300393,DLA9VV,1
3009b7,DLA7JW,1
3003ad,DLA9VV,1
30055b,DLA9VV,1
3007f2,DLA3LK,1
486802,KLM50M,1
486494,KLM90Y,1
486494,KLM1654,1
486953,KLM1654,1
486483,KLM50M,1
486804,KLM90Y,2
4863db,KLM1654,1
4863db,KLM50M,1
486483,KLM90Y,1
4864ea,KLM1654,2
486492,KLM50M,1
4864ee,KLM90Y,2
486800,KLM1654,1
486800,KLM50M,1
486953,KLM90Y,1
486484,KLM1654,1
345205,VLG2TC,3
346188,VLG15QR,2
345204,VLG70YJ,2
345205,VLG70YJ,1
346188,VLG70YJ,1
346188,VLG2TC,3
345205,VLG15QR,2
345084,VLG70YJ,2
345204,VLG2TC,1
44ce66,BEL7YC,2
345084,VLG6814,1
44ce76,BEL7YC,2
345102,VLG4UQ,2
346188,VLG92TX,1
345102,VLG9CQ,2
345084,VLG4UQ,4
345084,VLG9CQ,1
345204,VLG9CQ,1
345084,VLG92TX,1
345102,VLG92TX,2
345205,VLG9CQ,1
346188,VLG4UQ,1
46866b,AEZ2228,2
503c4c,LWG2200,1
46866b,AEZ2226,7
5003d7,T7MEG,4
30085f,IOZZN,2
3008bf,IOZZQ,7
300824,IOZZG,3
300a20,IOZZV,2
300a53,IOZZK,2
30099b,IOZZR,2
300860,IOZZM,3
30085a,IOZZL,2
3d1af8,DEILS,3
4ca8d6,RYR26AQ,2
4ca4f0,RYR26AQ,2
4ca2bf,RYR26AQ,1
4406f0,EJU76EB,3
3c6589,DLH7KY,1
3007ee,DLA8NM,1
300781,DLA3MK,2
3c6449,DLH8EU,1
3c6752,DLH7MM,1
3003af,DLA9AL,1
4ca82e,EJU79JX,4
3009b8,DLA8NM,2
440062,EJU76EB,2
3009b3,DLA3MK,1
4ca82f,EJU79JX,1
3c6753,DLH8EU,1
3c674d,DLH7KY,2
3c6744,DLH7MM,1
3007ee,DLA9AL,1
3c6585,DLH7KY,1
3007f2,DLA9AL,1
3c66eb,DLH7MM,1
3c6595,DLH8EU,1
3003ad,DLA3MK,1
3c674f,DLH8EU,1
3007f2,DLA8NM,2
3006b5,DLA9AL,1
3c6666,DLH7MM,1
3009b3,DLA9AL,1
3c664d,DLH8EU,1
3c6748,DLH7MM,1
30055b,DLA8NM,1
3c644a,DLH7KY,1
3007f2,DLA3MK,1
4ca81d,EJU79JX,1
300780,DLA9AL,1
3c65c7,DLH8EU,1
4ca81d,EJU76EB,1
3007f2,DLA4MV,1
3007ee,DLA3MK,1
4406f0,EJU79JX,1
440036,EJU76EB,1
4d02e9,JFA84L,1
3c6635,DLH7KY,1
300558,DLA9AL,1
3009b2,DLA3MK,1
3009b4,DLA4MV,1
3009b4,DLA8NM,1
3c65c5,DLH8EU,1
3c4dd4,DLH050,2
3c6585,DLH054,1
3c6449,DLH9YK,1
3c658d,DLH052,1
3c6442,DLH9YA,1
3c6584,DLH054,1
3c4dcc,DLH050,1
3c6448,DLH9YA,1
3c6585,DLH9YA,1
3c6637,DLH054,2
3c6748,DLH9YA,1
3c6448,DLH052,1
3c6446,DLH054,1
3c658d,DLH9YK,1
3c6595,DLH052,2
3c6443,DLH9YA,1
3c4dd7,DLH050,1
3c666f,DLH054,1
3c6444,DLH052,1
3c658e,DLH9YA,1
3c6585,DLH9YK,1
3c66e8,DLH054,1
3c4dc6,DLH050,2
3c6589,DLH9YA,1
3c6758,DLH9YK,1
3c4dd4,DLH3MC,1
3c4dd7,DLH8CT,2
3c674d,DLH9ET,1
3c6444,DLH1FU,1
3c6446,DLH3PH,1
3c644a,DLH1FU,1
3c4dcc,DLH8CT,1
3c6637,DLH9ET,1
3c4dcb,DLH8CT,2
3c658e,DLH9ET,1
3c4dc4,DLH3MC,1
3c674f,DLH1FU,1
3c658d,DLH3PH,1
3c6752,DLH9ET,1
3c6637,DLH3PH,1
3c6744,DLH9ET,1
3c658b,DLH1FU,1
3c4dd7,DLH3MC,2
3c6589,DLH3PH,1
3c6447,DLH9ET,1
3c6635,DLH8CT,1
3c6595,DLH1FU,1
3c6588,DLH3PH,1
3c4dc7,DLH3MC,1
3c674a,DLH9ET,1
3c658d,DLH1FU,1
3c6589,DLH4YJ,1
3c6671,DLH9FF,1
3c648b,DLH1KT,1
3c648b,DLH8PP,1
3c6674,DLH9LV,1
3c6744,DLH7YY,1
3c7981,CFG8JA,1
3c6584,DLH1TR,2
3c4dce,DLH3FY,1
3c6489,DLH2VT,2
3c6747,DLH124,1
3c6447,DLH6UJ,1
3c674f,DLH9FF,1
3c6498,DLH2VT,1
3c644a,DLH4YJ,1
3c4a02,DLH1KT,1
3c4a02,DLH8PP,1
48e899,ENT7FB,1
3c79b8,CFG7MC,1
3c0ac7,CFG9NH,1
3c6445,DLH3FY,1
3c6754,DLH6TX,1
3c664d,DLH124,1
3c6676,DLH9LV,1
3c6474,CFG9DT,1
3c6595,DLH7YY,1
3c6634,DLH9LV,1
3c6543,DLH124,1
3c4dcb,DLH3FY,1
3c6445,DLH1TR,1
3c658d,DLH6UJ,1
3c664c,DLH7YY,1
3c66aa,DLH4YJ,1
3c66ae,DLH9FF,1
3c49b1,TUI905P,1
3c7981,CFG7TR,1
3c6674,DLH6TX,1
3c6468,CFG2RX,1
3c6653,DLH6TX,1
3c6427,CFG6YN,1
3c1bb0,BCS233P,1
3c6585,DLH9LV,1
3c0ac5,CFG6TX,1
3c4a15,DLH1KT,1
3c4a15,DLH8PP,1
3c6672,DLH4YJ,1
3c6672,DLH2VT,1
3c6443,DLH6UJ,1
3c6445,DLH124,1
3c6666,DLH7YY,1
3c6749,DLH9LV,1
3c4a06,DLH1KT,1
3c4a06,DLH8PP,1
3c6563,OCN4080,1
3c0c99,TUI909P,1
3c0ac6,CFG8YN,1
3c664c,DLH3FY,1
3c0acc,CFG3YZ,1
3c0acc,CFG6JD,1
3c6655,DLH7YY,1
3c6498,DLH6TX,1
3c6498,DLH6UJ,1
3c4dd5,DLH108,1
3c787a,CFG5MY,1
3c66ea,DLH3YY,1
3c6449,DLH1TR,1
3c6448,DLH124,1
3c6448,DLH9FF,1
3c6445,DLH4YJ,1
3c6663,DLH2VT,1
3c4dc7,DLH3FY,1
3c6655,DLH6TX,1
3c6648,DLH9FF,1
3c6449,DLH4YJ,1
3c6583,DLH1TR,1
3c6585,DLH3YY,1
3c6469,CFG2EH,1
3c6447,DLH8PP,1
3c088d,CFG4ME,1
3c088d,CFG5HJ,1
3c6749,DLH6UJ,1
3c6749,DLH7YY,1
3c6562,OCN4080,1
3c6666,DLH9FF,1
3c6482,DLH6TX,1
3c6448,DLH6UJ,1
3c6469,CFG3JD,1
3c6449,DLH1KT,1
3c6650,DLH9LV,1
3c6447,DLH4YJ,1
3c6653,DLH124,1
3c4dd7,DLH3FY,1
3c658e,DLH1TR,1
3c786c,CFG9TR,1
3c6485,DLH7YY,1
3c664e,DLH3YY,1
3c0aca,CFG6UM,1
3c658d,DLH8PP,1
3c6589,DLH22C,1
3c6741,DLH77W,1
3c658c,DLH77W,1
3c674a,DLH22C,1
3c6671,DLH55E,2
3c6447,DLH55E,1
3c644a,DLH77W,1
3c664f,DLH55E,1
3c658e,DLH22C,1
3c6741,DLH37F,1
3c666f,DLH77W,1
3ce686,PTN97E,1
3c6744,DLH77W,1
3c6485,DLH22C,1
3c6672,DLH55E,1
3c658c,DLH22C,1
3c66ae,DLH37F,1
3c6675,DLH55E,1
3c6675,DLH77W,1
3c6666,DLH1FF,1
3c6473,CFG4DE,1
3c6473,CFG9NV,1
3c6648,DLH4AF,1
3c6653,DLH036,1
3c6448,DLH028,1
3c6469,CFG5YW,1
3c674f,DLH7HX,1
3c644a,DLH6KF,1
3c6447,DLH6MU,2
3c6442,DLH1TN,1
3c664c,DLH4YY,1
ac91bb,N909MN,2
3c65ca,DLH1TN,1
3c667a,DLH4AF,1
3c648b,DLH7HX,1
3c6445,DLH1FF,1
3c65cd,DLH2NL,1
3c658d,DLH4TT,1
3c6588,DLH4YY,1
3c6469,CFG2MJ,1
3c6667,DLH028,1
3c6657,DLH1TN,1
3c6442,DLH6MU,1
3c6745,DLH036,1
3c6473,CFG2EC,1
3c6473,CFG8YN,1
3c6449,DLH6KF,1
3c6663,DLH4AF,1
3c6637,DLH4TT,1
3c666f,DLH4YY,1
3c6754,DLH1FF,1
3c658b,DLH6KF,1
3c6469,CFG2YN,1
3c6583,DLH028,1
3c6753,DLH3VA,1
3c6442,DLH036,1
3c6668,DLH2NL,1
3c6745,DLH6MU,1
3c088d,CFG8JV,1
3c0acb,CFG2PM,1
3c664d,DLH4AF,1
3c6446,DLH4TT,1
3c6648,DLH4YY,1
3c6469,CFG2WR,1
3c644a,DLH028,1
3c664c,DLH7HX,1
3c674d,DLH1FF,1
3c6498,DLH6KF,1
3c6657,DLH036,1
3c0acc,CFG3PK,1
3c0acc,CFG9JE,1
3c6635,DLH3VA,1
3c674f,DLH4YY,1
3c6447,DLH036,1
3c658c,DLH7HX,1
3c6446,DLH028,1
3c6446,DLH1TN,1
3c664c,DLH2NL,1
3c6744,DLH6VA,2
3c6445,DLH4TT,1
3c6474,CFG2DL,1
3c6474,CFG1RA,1
3c6595,DLH4AF,1
3c6443,DLH1FF,1
3c6443,DLH6MU,1
3c6585,DLH6KF,1
3c6467,CFG3VR,1
3c6742,DLH1TN,1
3c0acc,CFG3FJ,1
3c0acc,CFG1PR,1
3c658c,DLH4AF,1
3c7877,CFG2HN,1
3c674f,DLH6VA,1
3c6741,DLH036,1
3c6748,DLH4TT,1
3c674d,DLH2NL,1
3c6637,DLH1FF,1
3c6637,DLH4YY,1
3c6743,DLH4TT,1
3c6743,DLH2NL,1
3c6448,DLH4AF,1
3c6588,DLH3VA,1
3c674f,DLH1FF,1
3c0ac6,CFG9PT,1
3c0ac6,CFG6MJ,1
3c667a,DLH036,1
3c088d,CFG7FR,1
3c6444,DLH4YY,1
3c6444,DLH6MU,1
3c6752,DLH1TN,1
3c6666,DLH24N,1
3c6741,DLH15T,1
3c6672,DLH11J,1
3c6674,DLH11H,1
3c6588,DLH34U,1
3c65c7,DLH37M,1
3c667a,DLH24N,2
3c66a1,DLH34U,1
3c64a4,DLH11J,1
3c6595,DLH09H,1
3c6749,DLH11H,1
3c644a,DLH15T,1
3c6754,DLH34U,1
3c664d,DLH11H,1
3c6650,DLH37M,1
3c64a7,DLH11J,1
3c6675,DLH15T,1
3c6635,DLH37M,1
3c6634,DLH24N,1
3c6678,DLH11H,1
3c6634,DLH34U,1
3c6543,DLH37M,1
3c6663,DLH15T,1
3c64a1,DLH11J,1
3c674a,DLH09H,1
3c65d9,DLH11J,1
3c65c2,DLH37M,1
3c6583,DLH34U,1
3c6447,DLH09H,1
3c6753,DLH24N,1
3c6595,DLH15T,1
3c6672,DLH11H,1
3c6650,DLH11H,1
3c6650,DLH11J,1
3c6641,DLH15T,1
3c66ae,DLH34U,1
3c6746,DLH09H,1
3c66e8,DLH37M,1
3c6743,DLH5KK,1
4a08ec,ROT306J,1
3c6583,DLH2HW,1
3c6449,DLH2HW,1
3c66ea,DLH5KK,2
3c66e1,DLH2HW,2
4a08eb,ROT302R,1
4a4d79,HYS202,2
3c6595,DLH5KK,1
3c6589,DLH2HW,1
4a08e7,ROT302R,2
3c6668,DLH2HW,1
4a08ea,ROT302R,1
3c6741,DLH5KK,1
3c6749,DLH2HW,1
3c65d9,DLH5KK,1
44001a,AUA204,1
440052,AUA220,1
440052,AUA212,1
440052,AUA218D,1
4402a3,AUA214,1
44065c,AUA21G,1
440039,AUA202,1
44065b,AUA20H,1
440609,AUA28K,1
440609,AUA200,1
440c8d,AUA210,1
3c0ac6,CFG6NX,1
3c0ac5,CFG8CK,1
3c0ac5,CFG6VN,1
440668,AUA220,1
44006c,AUA28K,1
440667,AUA202,1
3c0ac5,CFG5KC,1
3c0ac5,CFG6JZ,1
44065c,AUA212,1
44065c,AUA20H,1
440666,AUA218D,1
440052,AUA210,1
440608,AUA214,1
3c6758,DLH33U,1
440052,AUA204,1
440667,AUA212,1
3c79b7,CFG1RT,1
440606,AUA200,1
44022d,AUA204,1
44065b,AUA21G,1
3c0ac5,CFG5NW,1
3c0ac5,CFG6ZP,1
3c0ac5,CFG6TJ,1
491188,NJE800R,1
44001b,AUA21G,1
44001b,AUA218D,1
440669,AUA220,1
440604,AUA202,2
44022d,AUA20H,1
4402a3,AUA28K,1
4402a3,AUA200,1
44001a,AUA214,1
3c6446,DLH33U,1
440609,AUA210,1
44022d,AUA28K,1
44001c,AUA200,1
44001a,AUA20H,1
3ce686,PTN63Z,2
44020a,AUA204,1
4408df,AUA202,1
44004f,AUA220,1
44065b,AUA210,1
440668,AUA21G,1
3c6424,CFG5JP,1
3c6424,CFG8LA,1
3c6424,CFG4JK,1
3c65cd,DLH33U,1
44022b,AUA20H,2
3c7982,CFG9NW,1
4408df,AUA212,1
4402a3,AUA204,1
440820,AUA212,1
440820,AUA20H,1
3c6643,DLH33U,1
440605,AUA200,1
440828,AUA214,1
440826,AUA28K,1
86d5b6,ANA205,1
44022b,AUA210,1
3c6424,CFG9AP,1
3c6424,CFG4LN,1
44001b,AUA220,1
3c6426,CFG1JV,1
44006e,AUA218D,1
44081d,AUA21G,1
71be46,AIH789,2
4404d0,MJF73G,1
44006c,AUA218D,1
440cab,AUA202,1
44001c,AUA212,1
44022b,AUA21G,1
440607,AUA210,1
3c6635,DLH33U,1
44020a,AUA220,1
3c7982,CFG6NA,1
3c6427,CFG8KU,1
3c6427,CFG7CJ,1
440c8c,AUA214,1
440825,AUA204,1
44065c,AUA28K,1
44065c,AUA200,1
3c6446,DLH892,1
3c6585,DLH890,1
502d0e,BTI7EG,1
3c6741,DLH890,1
3c6754,DLH890,1
502d0d,BTI7EG,1
502dae,BTI7EG,1
3c6634,DLH890,1
502d88,BTI7KJ,1
a28bd3,N263TH,7
3c6585,DLH892,1
3c6448,DLH890,1
3c56a3,GEC8328,1
502da9,BTI7KJ,1
3c66aa,DLH890,1
3c6741,DLH892,1
3c088d,CFG3KD,1
3c6676,DLH7EE,1
3c7879,CFG2EJ,1
3c7879,CFG5ZR,1
3c6550,LHX180,5
3c6550,LHX172,6
3c66e8,DLH9LC,1
3c66e8,DLH176,1
3c644a,DLH178,1
3ce5d5,PTN79Q,1
3c6658,DLH5YR,1
3c6442,DLH194,1
3c6758,DLH186,1
3c6643,DLH196,1
3c658c,DLH194,1
3c6743,DLH178,1
3c6634,DLH186,1
3c66aa,DLH7EE,1
3c6676,DLH9LC,1
3c6658,DLH196,1
3c6742,DLH176,1
3c088d,CFG1TM,1
3c088d,CFG7WJ,1
3c6473,CFG4LH,1
3c66ae,DLH6JH,1
3c664e,DLH5YR,1
3c6585,DLH194,1
3c6643,DLH178,1
3c66aa,DLH186,2
3c6473,CFG1CD,1
3c6473,CFG6JH,1
3c6671,DLH176,1
3c65ca,DLH9LC,1
3c6650,DLH196,1
3c6676,DLH5YR,1
3c6745,DLH6JH,1
3c088d,CFG1RV,1
3c6758,DLH9LC,1
3c66ea,DLH7HW,1
3c66ea,DLH7EE,1
3c648c,DLH178,1
3c088d,CFG8JC,1
3c088d,CFG2FH,1
3c667a,DLH5YR,1
3c664c,DLH196,1
3c66e8,DLH194,1
3c6743,DLH186,1
3c6635,DLH7HW,1
3c6635,DLH7EE,1
3c6657,DLH196,2
3c6653,DLH6JH,1
3c6637,DLH9LC,1
3c6741,DLH176,1
3c644a,DLH194,1
3c6474,CFG2YU,1
3c6487,DLH5YR,2
3c6658,DLH178,1
3c088d,CFG1MP,1
3c088d,CFG3UX,1
3c6445,DLH194,1
3c674a,DLH176,1
3c658e,DLH6JH,2
3c658c,DLH186,1
3c658c,DLH178,1
3c658b,DLH9LC,1
3c658b,DLH7HW,1
3c658b,DLH7EE,1
3c787a,CFG1RD,1
3c6473,CFG2XU,1
3c6473,CFG6NZ,1
3c6445,DLH176,1
3c6449,DLH5YR,1
3c6583,DLH194,1
3c664f,DLH178,1
3c6674,DLH196,1
3c4dc7,DLH186,1
3c654e,LHX180,1
3c654e,LHX172,1
3c66ea,DLH9LC,1
3c4dca,DLH7HW,1
3c6473,CFG9EH,1
3c6473,CFG8TJ,1
3c6648,DLH7EE,1
3c0acc,CFG4RY,1
3c64a7,DLH97V,1
495303,TAP571,1
4952ca,TAP5AS,1
3c6544,DLH03A,1
4951cd,TAP575,1
3c6758,DLH72M,1
4952cd,TAP5AS,1
495153,TAP575,1
4952ca,TAP571,1
3c66ea,DLH72M,1
3c6637,DLH03A,1
4951d6,TAP575,1
3c65c1,DLH97V,1
4952c2,TAP571,1
3c674f,DLH03A,1
3c458a,BOX116,1
44cdd1,BEL5EF,2
3c6745,DLH5KF,1
44cc42,BEL9DN,1
44ce78,BEL5PR,1
3c6753,DLH5KF,1
44d076,BEL5EF,1
44cdc5,BEL9DN,1
44cdd1,BEL9DN,1
440bc6,BCS189,1
44ce6e,BEL5EF,3
44cdce,BEL9CJ,1
3c6583,DLH5KF,1
44cdcf,BEL4LZ,1
44cdc2,BEL5PR,1
44d076,BEL4KY,1
44ce77,BEL4KY,1
44cdc9,BEL9CJ,1
3c458d,BOX448,1
44cdd0,BEL5PR,1
44cdd0,BEL4LZ,1
44cdca,BEL9DN,1
3c66eb,DLH5KF,1
44d076,BEL4LZ,2
44ce6e,BEL4KY,3
3c6658,DLH5KF,1
44cdc9,BEL9DN,1
4ca293,EIN65W,1
3c667a,DLH3XK,1
3c65c5,DLH980,1
3c6648,DLH976,1
3c66a1,DLH982,2
3c66e1,DLH982,1
3c66e1,DLH980,1
4ca216,EIN65W,1
3c6445,DLH976,1
3c6655,DLH3XK,1
3c6663,DLH976,1
3c66eb,DLH982,1
4ca295,EIN65W,1
3c6668,DLH980,2
3c65c7,DLH3XK,1
3c6674,DLH980,1
3c6448,DLH976,1
3c6658,DLH982,1
4ca214,EIN65W,1
3c65cd,DLH3XK,1
3c6743,DLH980,1
3c674f,DLH982,1
4ca295,EIN65T,1
3c6489,DLH976,1
3c6482,DLH3XK,1
4ca770,EIN65W,1
3c6444,DLH976,1
3c6744,DLH982,1
3c6676,DLH3XK,1
3c658b,DLH976,1
3c6489,DLH3XK,1
3c6654,DLH980,1
4ca27f,EIN65T,1
300781,DLA1AA,1
300781,DLA6UW,1
3003af,DLA1AA,1
3009b5,DLA6UW,1
3009b4,DLA1AA,1
3007ee,DLA6UW,1
300554,DLA6UW,1
3009b3,DLA1AA,1
300564,DLA6UW,1
300782,DLA1AA,1
3009b5,DLA4XM,1
3007ef,DLA6UW,2
300780,DLA1AA,1
300781,DLA01A,1
300393,DLA39H,1
3009b4,DLA27N,1
300781,DLA39H,1
3003ae,DLA39H,1
3009b2,DLA27N,1
3009b7,DLA27N,1
3003ad,DLA39H,1
3009b4,DLA01A,1
3007ef,DLA39H,1
300780,DLA39H,1
3003ad,DLA8064,1
300558,DLA39H,1
3009b8,DLA01A,1
44ce61,BEL4LZ,1
440bcf,BCS189,1
44d071,BEL4KY,1
44ce6e,BEL9CJ,1
440bc2,BCS189,1
44cdd1,BEL5PR,1
44cdc8,BEL9CJ,1
440bc7,BCS189,1
44cdce,BEL5PR,1
44cdd0,BEL9CJ,1
44ce6f,BEL9CJ,1
44ce76,BEL5EF,1
44ce6a,BEL4LZ,1
3c65da,DLH5KF,1
44ce6f,BEL9DN,1
44ce77,BEL5PR,1
44ce77,BEL4LZ,1
44ce62,BEL9CJ,1
3c4dc4,DLH7AA,1
4852f5,KLM96H,1
3c6585,DLH8FN,1
3009b8,DLA5TK,1
3c658d,DLH7VY,2
3c1aeb,KLM24J,2
4855d2,KLM46V,1
3c6583,DLH1JA,1
3c6589,DLH8FN,1
3009b3,DLA5TK,1
485779,KLM96H,1
4852f5,KLM46V,1
3c6585,DLH1JA,1
3c4dcb,DLH7AA,1
3c01c3,KLM24J,1
3c644a,DLH8FN,1
3c4dc6,DLH1JA,1
3c6445,DLH7VY,1
3009b7,DLA5TK,1
485207,KLM46V,1
3c6448,DLH7AA,1
485814,KLM44P,1
3c5db0,KLM24J,3
485871,KLM96H,1
485206,KLM96H,1
3c1459,KLM24J,1
48548d,KLM46V,1
3c6441,DLH7VY,2
4852f5,KLM44P,1
3c6655,DLH1JA,1
486492,KLM96H,1
4855d2,KLM44P,1
3c66e1,DLH1JA,1
3009b2,DLA5TK,2
780f3b,CES771,1
3c4dcc,DLH7AA,1
484bd1,KLM46V,1
440666,AUA1406,1
3c66ea,DLH7VY,1
71c045,KAL8517,1
440418,JVW739,2
3c6584,DLH7AA,1
3c5db0,KLM46V,2
3c4dd7,DLH1JA,1
484c53,KLM96E,1
485873,KLM96H,1
3006b5,DLA5TK,1
3c6637,DLH7VY,1
3c4dd4,DLH8FN,1
4855d1,KLM44P,1
3c6585,DLH7AA,1
4855d2,KLM96E,1
485874,KLM96H,1
3c6444,DLH1JA,1
3c4dc4,DLH5PX,1
3c4dd7,DLH8NX,1
3c4dcb,DLH5PX,2
3c4dd4,DLH8NX,1
3c4dc9,DLH8NX,2
3c4dc9,DLH5PX,1
3c4dc6,DLH5PX,1
3c4dd4,DLH5PX,1
3c4dd5,DLH8NX,1
3c4dcb,DLH8NX,1
3c4dd7,DLH5PX,1
3c786c,CFG7CX,1
3c0aca,CFG8WH,1
3c6543,DLH818,1
3c6676,DLH8RC,1
3c65da,DLH3VK,1
3c64b1,DLH814,1
3c6648,DLH8RC,1
3c66aa,DLH818,1
3c6671,DLH814,1
3c6658,DLH3VK,1
3c65ca,DLH814,1
3c6447,DLH818,1
3c6446,DLH8RC,1
3c6758,DLH814,1
3c6449,DLH8RC,1
3c666f,DLH3VK,1
3c6749,DLH814,1
3c658c,DLH8RC,1
3c66ae,DLH3VK,1
3c6583,DLH818,2
3c6589,DLH4NM,1
3c6585,DLH8RC,1
3c6748,DLH3VK,1
3c66ae,DLH8RC,1
3c66e1,DLH814,1
3c6543,DLH21H,2
3c6752,DLH12E,1
3c6584,DLH12E,1
3c65c1,DLH21H,1
3c6745,DLH12E,1
3c66e8,DLH21H,2
3c6654,DLH12E,1
3c66e1,DLH21H,1
3c6650,DLH12E,1
3c6653,DLH12E,1
3c6643,DLH12E,1
3c6544,DLH21H,1
3c6741,DLH4YF,1
4caf14,SAS1636,1
4aca7a,SAS676,1
3c66ea,DLH828,1
3c6447,DLH830,1
3c6635,DLH4PF,1
3c6485,DLH2XY,1
3c658c,DLH4YF,1
3c65ca,DLH4PF,1
4ac9ed,SAS676,1
3c6635,DLH828,1
3c6588,DLH830,2
3c6752,DLH2XY,1
4cafd6,SAS1636,1
4cabda,SAS1636,2
4aca6f,SAS640,1
4aca78,SAS676,1
3c6744,DLH830,1
3c6487,DLH4PF,1
3c4dc4,DLH828,1
3c6595,DLH4YF,1
3c6637,DLH2XY,1
4a91fa,SAS640,1
4aca73,SAS676,2
3c6747,DLH4PF,1
3c6635,DLH830,1
3c674a,DLH4YF,1
3c6482,DLH828,1
4ca660,SAS1636,1
3c664e,DLH828,1
4aca78,SAS640,1
3c6448,DLH830,1
3c6585,DLH4PF,1
3c6583,DLH4YF,1
4aca70,SAS640,1
3c6442,DLH2XY,1
3c658e,DLH828,1
4cabde,SAS1636,1
3c6654,DLH4PF,1
4caf16,SAS1636,1
3c6589,DLH828,1
3c6589,DLH4YF,1
3c6448,DLH4PF,1
3c6487,DLH830,1
3c6746,DLH2XY,1
3c66aa,DLH98N,1
3c6742,DLH44T,1
3c6634,DLH87E,1
3c6743,DLH44T,1
3c658e,DLH98N,1
3c6444,DLH87E,1
3c6752,DLH24C,1
3c658d,DLH44T,1
3c6743,DLH87E,1
3c6595,DLH98N,1
440bac,MOZ731,3
3c674f,DLH98N,1
3c66a1,DLH44T,1
3c6442,DLH87E,1
3c664e,DLH24C,1
3c66eb,DLH44T,1
3c658b,DLH98N,1
3c6641,DLH87E,1
3c6758,DLH44T,1
3c66ea,DLH98N,1
3c6585,DLH44T,1
3c6585,DLH87E,1
3c6753,DLH98N,1
461a82,FSF120A,4
3c674d,DLH24C,1
3007f1,DLA9500,1
50012b,T7VIP,1
3007f1,DLA8JF,1
3009b7,DLA7AW,1
30055b,DLA4CY,1
30055b,DLA7KK,1
3009b3,DLA7KK,1
3007f2,DLA4CY,1
3007f1,DLA7JT,1
300393,DLA2WM,2
3009b5,DLA6CW,1
3007f2,DLA5LY,2
3009b2,DLA4MF,1
3009b3,DLA6CW,1
3009b5,DLA7JT,2
300554,DLA4MF,1
3009b4,DLA2WM,1
3009b2,DLA5LY,1
3003ad,DLA4MF,1
300782,DLA4MF,1
3007f2,DLA6CW,1
300554,DLA2WM,1
3006b5,DLA6CW,1
3009b8,DLA4MF,1
300564,DLA7JT,1
3009b5,DLA2WM,1
3009b5,DLA5LY,1
3003ad,DLA6CW,1
3007ee,DLA4MF,2
300393,DLA6CW,1
300393,DLA7JT,1
3009b7,DLA5LY,1
3c6753,DLH7AC,1
3c6754,DLH9LP,1
3c6653,DLH7AC,1
3c64b0,DLH7AC,1
3c56a9,GEC8300,2
3c6650,DLH7AC,1
3c56a1,GEC8304,1
3c6657,DLH7AC,1
3c6485,DLH9LP,1
3c6655,DLH7AC,1
3c6643,DLH3TW,1
3c6641,DLH9LP,1
3c6543,DLH9LP,1
3c64a1,DLH7AC,1
3c6654,DLH1WA,1
3c658c,DLH3ML,1
3c66ea,DLH2RW,1
3c658d,DLH352,1
3c6588,DLH1WA,1
