id,name,iso_country,iso_region,latitude,longitude,airports,airports_count,nut3_code,node_type,node_degree,out_flights_number,in_flights_number
"Erfurt, DE",Erfurt,DE,DE-TH,50.978281,10.960713,EDDE,1,,,10,6,4
"Bastia, FR",Bastia,FR,FR-COR,42.5527,9.48373,LFKB,1,,,55,6,49
"Aalborg, DK",Aalborg,DK,DK-81,57.094763,9.84993,EKYT,1,,,277,138,139
"Zaragoza, ES",Zaragoza,ES,ES-AR,41.666199,-1.04155,LEZG,1,,,107,52,55
"Arvidsjaur, SE",Arvidsjaur,SE,SE-BD,65.59030151367188,19.28190040588379,ESNX,1,,,46,22,24
"Perugia (PG), IT",Perugia (PG),IT,IT-55,43.095901,12.5132,LIRZ,1,,,28,16,12
"London, GB",London,GB,GB-ENG,51.50920626285,-0.042626875149012505,"EGKB, EGKK, EGLC, EGLL, EGSS, EGWU, EGSG",7,,,11829,5881,5948
"Samos Island, GR",Samos Island,GR,GR-K,37.689999,26.911699,LGSM,1,,,12,10,2
"Colmar, FR",Colmar,FR,FR-GES,48.109901,7.35901,LFGA,1,,,4,2,2
"Saint-Tropez, FR",Saint-Tropez,FR,FR-PAC,43.205399,6.482,LFTZ,1,,,34,9,25
"Valencia, ES",Valencia,ES,ES-VC,39.489162,-0.480961,LEVC,1,,,634,311,323
"Osijek(Klisa), HR",Osijek(Klisa),HR,HR-14,45.462355,18.811278,LDOS,1,,,11,6,5
"Frankfurt am Main, DE",Frankfurt am Main,DE,DE-HE,50.026706,8.55835,EDDF,1,,,4719,2325,2394
"Bazan, BG",Bazan,BG,BG-18,43.728429,26.119696,LBBZ,1,,,1,0,1
"Thessaloniki, GR",Thessaloniki,GR,GR-B,40.51928,22.970009,LGTS,1,,,647,301,346
"Vilnius, LT",Vilnius,LT,LT-VL,54.634102,25.285801,EYVI,1,,,542,276,266
"Reggio Calabria, IT",Reggio Calabria,IT,IT-78,38.071201,15.6516,LICR,1,,,117,57,60
"Faro, PT",Faro,PT,PT-08,37.015909,-7.970939,LPFR,1,,,696,339,357
"Tampere / Pirkkala, FI",Tampere / Pirkkala,FI,FI-11,61.414101,23.604401,EFTP,1,,,43,22,21
"Zirchow, DE",Zirchow,DE,DE-MV,53.8787,14.1523,EDAH,1,,,3,0,3
"Warton, GB",Warton,GB,GB-ENG,53.745098,-2.88306,EGNO,1,,,21,10,11
"Oslo (Gardermoen), NO",Oslo (Gardermoen),NO,NO-32,60.193901,11.1004,ENGM,1,,,2568,1284,1284
"Pescara, IT",Pescara,IT,IT-65,42.431079,14.182981,LIBP,1,,,109,55,54
"Örebro, SE",Örebro,SE,SE-T,59.22370147705078,15.038000106811523,ESOE,1,,,37,17,20
"Alava, ES",Alava,ES,ES-PV,42.882801,-2.72447,LEVT,1,,,36,12,24
"Trondheim, NO",Trondheim,NO,NO-50,63.457802,10.924,ENVA,1,,,674,341,333
"Tymbou (Kirklar), CY",Tymbou (Kirklar),CY,CY-02,35.153064,33.507352,LCEN,1,,,369,173,196
"Nyköping, SE",Nyköping,SE,SE-D,58.789656,16.911479,ESKN,1,,,20,9,11
"Leeds, West Yorkshire, GB","Leeds, West Yorkshire",GB,GB-ENG,53.865898,-1.66057,EGNM,1,,,363,178,185
"Ponta Delgada, PT",Ponta Delgada,PT,PT-20,37.7411994934,-25.6979007721,LPPD,1,,,35,20,15
"Sandefjord(Torp), NO",Sandefjord(Torp),NO,NO-39,59.186699,10.2586,ENTO,1,,,247,120,127
"Cannes, FR",Cannes,FR,FR-PAC,43.547998,6.955176,LFMD,1,,,79,6,73
"Vaasa, FI",Vaasa,FI,FI-12,63.05023,21.762543,EFVA,1,,,2,0,2
"Avignon, FR",Avignon,FR,FR-PAC,43.907299,4.90183,LFMV,1,,,27,12,15
"Ibiza (Eivissa), ES",Ibiza (Eivissa),ES,ES-IB,38.872898,1.37312,LEIB,1,,,359,185,174
"Tallinn, EE",Tallinn,EE,EE-37,59.413246,24.83264,EETN,1,,,467,237,230
"Budapest, HU",Budapest,HU,HU-BU,47.4908415,19.1193895,LHBP,1,,,1679,837,842
"Palermo, IT",Palermo,IT,IT-82,38.145959,13.202185,"LICJ, LICP",2,,,350,4,346
"Newcastle upon Tyne, Tyne and Wear, GB","Newcastle upon Tyne, Tyne and Wear",GB,GB-ENG,55.037958,-1.689577,EGNT,1,,,547,277,270
"Carcassonne, FR",Carcassonne,FR,FR-OCC,43.216,2.30632,LFMK,1,,,5,4,1
"Larnaca, CY",Larnaca,CY,CY-04,34.875099,33.624901,LCLK,1,,,498,251,247
"Figari, FR",Figari,FR,FR-COR,41.50185,9.097092,LFKF,1,,,51,29,22
"Dortmund, DE",Dortmund,DE,DE-NW,51.518299,7.61224,EDLW,1,,,154,74,80
"Chabeuil, Drôme, FR","Chabeuil, Drôme",FR,FR-ARA,44.9216,4.9699,LFLU,1,,,22,10,12
"Frankfurt am Main (Lautzenhausen), DE",Frankfurt am Main (Lautzenhausen),DE,DE-RP,49.946353,7.261734,EDFH,1,,,128,69,59
"Beja, PT",Beja,PT,PT-02,38.078899,-7.9324,LPBJ,1,,,3,3,0
"Woking, Surrey, GB","Woking, Surrey",GB,GB-ENG,51.348099,-0.558889,EGTF,1,,,25,13,12
"Trémuson, Côtes-d'Armor, FR","Trémuson, Côtes-d'Armor",FR,FR-BRE,48.538628,-2.853518,LFRT,1,,,7,3,4
"Weeze, DE",Weeze,DE,DE-NW,51.601362,6.141228,EDLV,1,,,114,56,58
"Nottingham, Leicestershire, GB","Nottingham, Leicestershire",GB,GB-ENG,52.8311,-1.32806,EGNX,1,,,481,258,223
"Lesquin, FR",Lesquin,FR,FR-HDF,50.566564,3.102429,LFQQ,1,,,109,54,55
"Belfast, GB",Belfast,GB,GB-NIR,54.63780011035,-6.0441649246199995,"EGAA, EGAC",2,,,1406,702,704
"Venezia (VE), IT",Venezia (VE),IT,IT-34,45.505299,12.3519,LIPZ,1,,,768,579,189
"Firenze (FI), IT",Firenze (FI),IT,IT-52,43.808558,11.202822,LIRQ,1,,,264,168,96
"Maribor, SI",Maribor,SI,SI-160,46.4799,15.6861,LJMB,1,,,13,6,7
"Farranfore, IE",Farranfore,IE,IE-KY,52.180901,-9.52378,EIKY,1,,,66,33,33
"Cranfield, Central Bedfordshire, GB","Cranfield, Central Bedfordshire",GB,GB-ENG,52.072201,-0.616667,EGTC,1,,,9,4,5
"Tarbes/Lourdes/Pyrénées, FR",Tarbes/Lourdes/Pyrénées,FR,FR-OCC,43.178699,-0.006439,LFBT,1,,,42,20,22
"Sečovlje, SI",Sečovlje,SI,SI-090,45.47201,13.615951,LJPZ,1,,,20,12,8
"Perth, Perth and Kinross, GB","Perth, Perth and Kinross",GB,GB-SCT,56.439201,-3.37222,EGPT,1,,,11,2,9
"Barcelona, ES",Barcelona,ES,ES-CT,41.2971,2.07846,LEBL,1,,,4649,2314,2335
"Bratislava, SK",Bratislava,SK,SK-BL,48.1702,17.2127,LZIB,1,,,309,157,152
"Poitiers/Biard, FR",Poitiers/Biard,FR,FR-NAQ,46.5877,0.306666,LFBI,1,,,3,3,0
"Szczecin(Glewice), PL",Szczecin(Glewice),PL,PL-ZP,53.584702,14.9022,EPSC,1,,,17,3,14
"Bydgoszcz, PL",Bydgoszcz,PL,PL-KP,53.096802,17.977699,EPBY,1,,,51,26,25
"Innsbruck, AT",Innsbruck,AT,AT-7,47.260201,11.344,LOWI,1,,,385,196,189
"Ravenna (RA), IT",Ravenna (RA),IT,IT-45,44.364291,12.224996,LIDR,1,,,3,2,1
"Mönchengladbach, DE",Mönchengladbach,DE,DE-NW,51.230278,6.504444,EDLN,1,,,53,24,29
"Haverfordwest, GB",Haverfordwest,GB,GB-WLS,51.833099365234375,-4.9611101150512695,EGFE,1,,,7,2,5
"Beauvais, FR",Beauvais,FR,FR-HDF,49.454399,2.11278,LFOB,1,,,350,185,165
"Pamplona, ES",Pamplona,ES,ES-NC,42.77,-1.64633,LEPP,1,,,26,13,13
"Stockholm / Västerås, SE",Stockholm / Västerås,SE,SE-U,59.589401,16.6336,ESOW,1,,,16,9,7
"Turweston, GB",Turweston,GB,GB-ENG,52.040798,-1.09556,EGBT,1,,,5,3,2
"Dresden, DE",Dresden,DE,DE-SN,51.134123,13.767831,EDDC,1,,,150,72,78
"Béziers, FR",Béziers,FR,FR-OCC,43.323502,3.3539,LFMU,1,,,3,1,2
"Palma de Mallorca, ES",Palma de Mallorca,ES,ES-IB,39.551701,2.73881,LEPA,1,,,1709,861,848
"Calden, DE",Calden,DE,DE-HE,51.418395,9.391638,EDVK,1,,,16,8,8
"Augsburg, DE",Augsburg,DE,DE-BY,48.425278,10.931667,EDMA,1,,,63,33,30
"Forlì (FC), IT",Forlì (FC),IT,IT-45,44.194801,12.0701,LIPK,1,,,14,9,5
"Klagenfurt am Wörthersee, AT",Klagenfurt am Wörthersee,AT,AT-2,46.642502,14.3377,LOWK,1,,,11,11,0
"Nowy Dwór Mazowiecki, PL",Nowy Dwór Mazowiecki,PL,PL-MZ,52.451099,20.6518,EPMO,1,,,242,127,115
"Parma (PR), IT",Parma (PR),IT,IT-45,44.826351,10.29705,LIMP,1,,,15,6,9
"Ajaccio, FR",Ajaccio,FR,FR-COR,41.923599,8.80292,LFKJ,1,,,151,78,73
"Limnos Island, GR",Limnos Island,GR,GR-K,39.917098999,25.236299514799995,LGLM,1,,,32,13,19
"Charleroi, BE",Charleroi,BE,BE-WHT,50.461963,4.459562,EBCI,1,,,817,405,412
"Çanakkale, TR",Çanakkale,TR,TR-17,40.1376991272,26.4267997742,LTBH,1,,,1,0,1
"Deventer, NL",Deventer,NL,NL-GE,52.242764,6.050004,EHTE,1,,,2,1,1
"San Bartolomé, ES",San Bartolomé,ES,ES-CN,28.945499,-13.6052,GCRR,1,,,26,5,21
"Trento (TN), IT",Trento (TN),IT,IT-32,46.023333,11.125,LIDT,1,,,60,4,56
"Karlstad, SE",Karlstad,SE,SE-S,59.444698,13.3374,ESOK,1,,,1,0,1
"Coventry, West Midlands, GB","Coventry, West Midlands",GB,GB-ENG,52.369701,-1.47972,EGBE,1,,,6,3,3
"Bury Saint Edmunds, Suffolk, GB","Bury Saint Edmunds, Suffolk",GB,GB-ENG,52.352250999999995,0.6296725000000001,EGUN,1,,,3,1,2
"Savonlinna, FI",Savonlinna,FI,FI-04,61.9431,28.945101,EFSA,1,,,1,1,0
"Deauville, FR",Deauville,FR,FR-NOR,49.365237,0.154481,LFRG,1,,,8,6,2
"Yeovil, Somerset, GB","Yeovil, Somerset",GB,GB-ENG,51.009399,-2.63882,EGDY,1,,,2,1,1
"Mariehamn, FI",Mariehamn,FI,FI-01,60.1222,19.898199,EFMA,1,,,9,4,5
"Cluj-Napoca, RO",Cluj-Napoca,RO,RO-CJ,46.786042,23.685733,LRCL,1,,,22,5,17
"Flensburg, DE",Flensburg,DE,DE-SH,54.773335,9.378889,EDXF,1,,,2,1,1
"El Hierro Island, ES",El Hierro Island,ES,ES-CN,27.8148,-17.8871,GCHI,1,,,2,0,2
"Šiauliai, LT",Šiauliai,LT,LT-SA,55.89390182495117,23.395000457763672,EYSA,1,,,6,4,2
"Rijeka(Omišalj), HR",Rijeka(Omišalj),HR,HR-08,45.216376,14.57085,LDRI,1,,,3,1,2
"Tartu, EE",Tartu,EE,EE-7B,58.307438,26.686473,EETU,1,,,4,1,3
"Nobitz, DE",Nobitz,DE,DE-TH,50.981945,12.506389,EDAC,1,,,2,1,1
"Lappeenranta, FI",Lappeenranta,FI,FI-02,61.044601,28.144743,EFLP,1,,,1,0,1
"Dalaman, TR",Dalaman,TR,TR-48,36.7131,28.7925,LTBS,1,,,10,0,10
"Northampton, Northamptonshire, GB","Northampton, Northamptonshire",GB,GB-ENG,52.305302,-0.793056,EGBK,1,,,1,0,1
"Calais, FR",Calais,FR,FR-HDF,50.962101,1.95476,LFAC,1,,,5,3,2
"Trollhättan, SE",Trollhättan,SE,SE-Q,58.31809997558594,12.345000267028809,ESGT,1,,,9,5,4
"Saint-Denis-de-l'Hôtel, Loiret, FR","Saint-Denis-de-l'Hôtel, Loiret",FR,FR-CVL,47.897758,2.164478,LFOZ,1,,,5,4,1
"Egelsbach, DE",Egelsbach,DE,DE-HE,49.96,8.643043,EDFE,1,,,25,14,11
"Lorient/Lann/Bihoué, FR",Lorient/Lann/Bihoué,FR,FR-BRE,47.760601,-3.44,LFRH,1,,,11,5,6
"Essen, DE",Essen,DE,DE-NW,51.402302,6.93733,EDLE,1,,,2,2,0
"Selçuk, TR",Selçuk,TR,TR-35,37.950699,27.329,LTFB,1,,,73,0,73
"Cormeilles-en-Vexin, Val-d'Oise, FR","Cormeilles-en-Vexin, Val-d'Oise",FR,FR-IDF,49.096064,2.035543,LFPT,1,,,4,0,4
"Pécs, HU",Pécs,HU,HU-BA,45.988891,18.242044,LHPP,1,,,3,1,2
"Calvi, FR",Calvi,FR,FR-COR,42.530422,8.792984,LFKC,1,,,9,8,1
"Kozani, GR",Kozani,GR,GR-C,40.286098,21.840799,LGKZ,1,,,2,0,2
"Agen, FR",Agen,FR,FR-NAQ,44.174171,0.59309,LFBA,1,,,5,3,2
"Pula, HR",Pula,HR,HR-18,44.893501,13.9222,LDPL,1,,,1,1,0
"Carlisle, Cumbria, GB","Carlisle, Cumbria",GB,GB-ENG,54.9375,-2.80917,EGNC,1,,,4,2,2
"Reggio Emilia (RE), IT",Reggio Emilia (RE),IT,IT-45,44.698039,10.664885,LIDE,1,,,4,2,2
"Merville, Nord, FR","Merville, Nord",FR,FR-HDF,50.618401,2.64224,LFQT,1,,,2,1,1
"Eskilstuna, SE",Eskilstuna,SE,SE-D,59.351101,16.708401,ESSU,1,,,1,1,0
"Sindal, DK",Sindal,DK,DK-81,57.503502,10.2294,EKSN,1,,,1,0,1
"Valladolid, ES",Valladolid,ES,ES-CL,41.7061,-4.85194,LEVD,1,,,3,3,0
"Le Havre, FR",Le Havre,FR,FR-NOR,49.534038,0.088406,LFOH,1,,,6,2,4
"Laval, Mayenne, FR","Laval, Mayenne",FR,FR-PDL,48.032208,-0.743999,LFOV,1,,,11,6,5
"Isola di Capo Rizzuto (KR), IT",Isola di Capo Rizzuto (KR),IT,IT-78,38.9972,17.0802,LIBC,1,,,9,3,6
"Dinard, FR",Dinard,FR,FR-BRE,48.5877,-2.07996,LFRD,1,,,5,3,2
"Kristianstad, SE",Kristianstad,SE,SE-M,55.9217,14.0855,ESMK,1,,,2,1,1
"Vodochody, CZ",Vodochody,CZ,CZ-ST,50.216599,14.3958,LKVO,1,,,1,0,1
"Torino (TO), IT",Torino (TO),IT,IT-21,45.084444,7.603056,LIMA,1,,,3,2,1
"Vila Real, PT",Vila Real,PT,PT-17,41.2743,-7.72047,LPVR,1,,,6,3,3
"La Baule-Escoublac, FR",La Baule-Escoublac,FR,FR-PDL,47.289398,-2.34639,LFRE,1,,,4,3,1
"Albi, FR",Albi,FR,FR-OCC,43.913898,2.11306,LFCI,1,,,3,1,2
"Radom, PL",Radom,PL,PL-MZ,51.38937,21.214742,EPRA,1,,,2,2,0
"Le Castellet, Var, FR","Le Castellet, Var",FR,FR-PAC,43.252499,5.78519,LFMQ,1,,,16,7,9
"Zweibrücken, DE",Zweibrücken,DE,DE-RP,49.2094,7.40056,EDRZ,1,,,4,4,0
"Växjö, SE",Växjö,SE,SE-G,56.929100036621094,14.727999687194824,ESMX,1,,,11,6,5
"Enontekio, FI",Enontekio,FI,FI-10,68.362602233887,23.424299240112,EFET,1,,,7,4,3
"Waterford, IE",Waterford,IE,IE-WD,52.187199,-7.08696,EIWF,1,,,5,3,2
"Cahors, FR",Cahors,FR,FR-OCC,44.351398,1.47528,LFCC,1,,,2,1,1
"Västervik, SE",Västervik,SE,SE-H,57.779999,16.5236,ESSW,1,,,2,1,1
"Sion, CH",Sion,CH,CH-VS,46.219166,7.326944,LSGS,1,,,3,0,3
"Pori, FI",Pori,FI,FI-17,61.4617,21.799999,EFPO,1,,,3,2,1
"Cirencester, Gloucestershire, GB","Cirencester, Gloucestershire",GB,GB-ENG,51.668528,-2.056599,EGBP,1,,,2,0,2
"Pardubice, CZ",Pardubice,CZ,CZ-PA,50.015049,15.73981,LKPD,1,,,8,4,4
"Portimão, PT",Portimão,PT,PT-08,37.1493,-8.58396,LPPM,1,,,5,3,2
"Zakynthos, GR",Zakynthos,GR,GR-F,37.7509,20.8843,LGZA,1,,,15,7,8
"Mnichovo Hradiště, CZ",Mnichovo Hradiště,CZ,CZ-ST,50.540199,15.0066,LKMH,1,,,2,1,1
"Angoulême, FR",Angoulême,FR,FR-NAQ,45.729198,0.221456,LFBU,1,,,3,1,2
"Oslo, NO",Oslo,NO,NO-31,59.378817,10.785439,ENRY,1,,,3,1,2
"Kajaani, FI",Kajaani,FI,FI-05,64.2855,27.6924,EFKI,1,,,3,2,1
"Skiros Island, GR",Skiros Island,GR,GR-H,38.9676017761,24.4871997833,LGSY,1,,,4,2,2
"Varna, BG",Varna,BG,BG-03,43.232101,27.8251,LBWN,1,,,6,1,5
"Swansea, GB",Swansea,GB,GB-WLS,51.601366,-4.071006,EGFH,1,,,2,1,1
"Wolverhampton, Staffordshire, GB","Wolverhampton, Staffordshire",GB,GB-ENG,52.517502,-2.25944,EGBO,1,,,10,5,5
"Hoeven, NL",Hoeven,NL,NL-NB,51.554901,4.553003,EHSE,1,,,2,1,1
"Arad, RO",Arad,RO,RO-AR,46.176136,21.264322,LRAR,1,,,3,0,3
"Kalymnos Island, GR",Kalymnos Island,GR,GR-L,36.9632987976,26.9405994415,LGKY,1,,,3,1,2
"Bielefeld, DE",Bielefeld,DE,DE-NW,51.964722,8.544444,EDLI,1,,,2,1,1
"Aurillac, FR",Aurillac,FR,FR-ARA,44.891399,2.42194,LFLW,1,,,1,1,0
"Emden, DE",Emden,DE,DE-NI,53.391109,7.2275,EDWE,1,,,1,0,1
"Råda, SE",Råda,SE,SE-S,60.0201,13.5789,ESOH,1,,,1,0,1
"Tomblaine, Meurthe-et-Moselle, FR","Tomblaine, Meurthe-et-Moselle",FR,FR-GES,48.692101,6.23046,LFSN,1,,,3,3,0
"Brighton, East Sussex, GB","Brighton, East Sussex",GB,GB-ENG,50.835602,-0.297222,EGKA,1,,,3,1,2
"Vannes/Meucon, FR",Vannes/Meucon,FR,FR-BRE,47.723301,-2.71856,LFRV,1,,,3,1,2
"Burgos, ES",Burgos,ES,ES-CL,42.357601,-3.62076,LEBG,1,,,3,1,2
"Lycksele, SE",Lycksele,SE,SE-AC,64.548302,18.7162,ESNL,1,,,2,1,1
"Chalons en Champagne, FR",Chalons en Champagne,FR,FR-GES,48.77333,4.20611,LFOK,1,,,4,1,3
"Trollenhagen, DE",Trollenhagen,DE,DE-MV,53.6022,13.306,EDBN,1,,,1,0,1
"Plzen, CZ",Plzen,CZ,CZ-PL,49.675201,13.2746,LKLN,1,,,3,1,2
"Giebelstadt, DE",Giebelstadt,DE,DE-BY,49.6480560303,9.966388702390002,EDQG,1,,,4,2,2
"Souda, GR",Souda,GR,GR-M,35.531207,24.150673,LGSA,1,,,2,1,1
"Vilhelmina, SE",Vilhelmina,SE,SE-AC,64.579102,16.833599,ESNV,1,,,1,1,0
"Atting, DE",Atting,DE,DE-BY,48.900833,12.516667,EDMS,1,,,3,1,2
"Kalmar, SE",Kalmar,SE,SE-H,56.685501,16.2876,ESMQ,1,,,3,3,0
"Coimbra, PT",Coimbra,PT,PT-06,40.158758,-8.470815,LPCO,1,,,1,1,0
"Limoges/Bellegarde, FR",Limoges/Bellegarde,FR,FR-NAQ,45.862801,1.17944,LFBL,1,,,2,2,0
"Sligo, IE",Sligo,IE,IE-SO,54.280200958252,-8.5992097854614,EISG,1,,,1,1,0
"Hondarribia, ES",Hondarribia,ES,ES-PV,43.356499,-1.79061,LESO,1,,,10,6,4
"Sofia, BG",Sofia,BG,BG-22,42.696357,23.417671,LBSF,1,,,2,2,0
"Duxford, Cambridgeshire, GB","Duxford, Cambridgeshire",GB,GB-ENG,52.090801,0.131944,EGSU,1,,,3,1,2
"Bilbao, ES",Bilbao,ES,ES-PV,43.301102,-2.91061,LEBB,1,,,4,0,4
"Oesterdeichstrich, DE",Oesterdeichstrich,DE,DE-SH,54.153332,8.901667,EDXB,1,,,2,1,1
"Oskarshamn, SE",Oskarshamn,SE,SE-H,57.350498,16.497999,ESMO,1,,,1,0,1
"Campo nell'Elba (LI), IT",Campo nell'Elba (LI),IT,IT-52,42.760871,10.239811,LIRJ,1,,,1,0,1
"Belluno (BL), IT",Belluno (BL),IT,IT-34,46.166549,12.250389,LIDB,1,,,1,0,1
"Argos Orestiko, GR",Argos Orestiko,GR,GR-C,40.446301,21.2822,LGKA,1,,,1,0,1
"Tuzla, RO",Tuzla,RO,RO-CT,43.984493,28.606225,LRTZ,1,,,3,0,3
"Mikkeli, FI",Mikkeli,FI,FI-04,61.6866,27.201799,EFMI,1,,,1,0,1
"Quimper/Pluguffan, FR",Quimper/Pluguffan,FR,FR-BRE,47.973031,-4.169655,LFRQ,1,,,2,1,1
"Akrotiri, CY",Akrotiri,CY,CY-XX,34.590401,32.9879,LCRA,1,,,4,0,4
"České Budějovice, CZ",České Budějovice,CZ,CZ-JC,48.948171,14.42832,LKCS,1,,,1,1,0
"Kartepe, TR",Kartepe,TR,TR-41,40.735001,30.0833,LTBQ,1,,,1,1,0
"Babięta, PL",Babięta,PL,PL-WN,53.667905,21.255426,EPBB,1,,,1,0,1
"Megève, FR",Megève,FR,FR-ARA,45.823005,6.649406,LFHM,1,,,3,1,2
"Île d'Yeu, FR",Île d'Yeu,FR,FR-PDL,46.717641,-2.392544,LFEY,1,,,1,0,1
"Lannion, FR",Lannion,FR,FR-BRE,48.754398,-3.47166,LFRO,1,,,3,1,2
"Lleida, ES",Lleida,ES,ES-CT,41.728185,0.535023,LEDA,1,,,1,1,0
"Florø, NO",Florø,NO,NO-46,61.583599090576,5.0247201919556,ENFL,1,,,2,0,2
"Limerick, IE",Limerick,IE,IE-LK,52.6665,-8.68183,EICN,1,,,2,0,2
"Saint-Bon, FR",Saint-Bon,FR,FR-ARA,45.397531,6.63498,LFLJ,1,,,5,2,3
"Evenes, NO",Evenes,NO,NO-18,68.491302,16.678101,ENEV,1,,,26,11,15
"Mora, SE",Mora,SE,SE-W,60.957901,14.5114,ESKM,1,,,1,1,0
"Les Allues, FR",Les Allues,FR,FR-ARA,45.407505,6.577597,LFKX,1,,,9,5,4
"Pantelleria (TP), IT",Pantelleria (TP),IT,IT-82,36.816502,11.9689,LICG,1,,,1,0,1
"Yenişehir, TR",Yenişehir,TR,TR-16,40.255199,29.562599,LTBR,1,,,2,1,1
"Olbia (SS), IT",Olbia (SS),IT,IT-88,40.898953,9.518457,LIEO,1,,,8,4,4
"Astypalaia Island, GR",Astypalaia Island,GR,GR-L,36.5798988342,26.3757991791,LGPL,1,,,1,1,0
"Newtownards, Ards and North Down, GB","Newtownards, Ards and North Down",GB,GB-NIR,54.5811,-5.69194,EGAD,1,,,1,0,1
"Karlovy Vary, CZ",Karlovy Vary,CZ,CZ-KA,50.202999,12.915,LKKV,1,,,1,1,0
"Hamar, NO",Hamar,NO,NO-34,60.8181,11.068,ENHA,1,,,1,1,0
"Monflorite/Alcalá del Obispo, ES",Monflorite/Alcalá del Obispo,ES,ES-AR,42.076099,-0.316667,LEHC,1,,,1,1,0
"Santander, ES",Santander,ES,ES-CB,43.427101,-3.82001,LEXJ,1,,,1,0,1
"Leicester, Leicestershire, GB","Leicester, Leicestershire",GB,GB-ENG,52.606574,-1.030226,EGBG,1,,,1,0,1
"Vercelli (VC), IT",Vercelli (VC),IT,IT-21,45.311111,8.4175,LILI,1,,,1,1,0
